cid,mw,formula,smiles,homo,lumo,gap,homo_2d,lumo_2d,gap_2d,homo_3d,lumo_3d,gap_3d,homo_hybrid,lumo_hybrid,gap_hybrid,homo_moe,lumo_moe,gap_moe,homo_2d_err,homo_2d_abs,lumo_2d_err,lumo_2d_abs,gap_2d_err,gap_2d_abs,2d_avg_abs,2d_max_abs,2d_gap_consistency_abs,homo_3d_err,homo_3d_abs,lumo_3d_err,lumo_3d_abs,gap_3d_err,gap_3d_abs,3d_avg_abs,3d_max_abs,3d_gap_consistency_abs,homo_hybrid_err,homo_hybrid_abs,lumo_hybrid_err,lumo_hybrid_abs,gap_hybrid_err,gap_hybrid_abs,hybrid_avg_abs,hybrid_max_abs,hybrid_gap_consistency_abs,homo_moe_err,homo_moe_abs,lumo_moe_err,lumo_moe_abs,gap_moe_err,gap_moe_abs,moe_avg_abs,moe_max_abs,moe_gap_consistency_abs,best_model,best_avg_abs,hybrid_minus_best_abs,hybrid_minus_2d_abs,hybrid_minus_3d_abs,valid_rdkit,rdkit_mw,heavy_atoms,fragments,elements,hetero_atoms,rotatable_bonds,ring_count,aromatic_rings,conjugated_bonds,frac_csp3,tpsa,formal_charge,scaffold,flags
53907143,236.26374,C13H16O4,CCC(C(=O)COCC1=CC=CC=C1)C(=O)O,-6.674952752765,-1.7115961196449998,4.96335663312,-6.760061,-0.98510355,5.773122,-6.679822,-1.4459962,5.2457423,-6.7301545,-1.0720774,5.661268,-6.706064,-1.0689317,5.646999,-0.08510824723500043,0.08510824723500043,0.7264925696449998,0.7264925696449998,0.8097653668799998,0.8097653668799998,0.5404553945866667,0.8097653668799998,0.0018354500000006269,-0.004869247234999818,0.004869247234999818,0.26559991964499985,0.26559991964499985,0.2823856668799998,0.2823856668799998,0.18428494458666647,0.2823856668799998,0.011916499999999886,-0.055201747235000376,0.055201747235000376,0.6395187196449998,0.6395187196449998,0.6979113668799997,0.6979113668799997,0.4642106112533333,0.6979113668799997,0.0031908999999998855,-0.031111247234999695,0.031111247234999695,0.6426644196449998,0.6426644196449998,0.68364236688,0.68364236688,0.45247267791999984,0.68364236688,0.009866700000000783,3d,0.18428494458666647,0.27992566666666685,-0.0762447833333334,0.27992566666666685,True,236.26700000000002,17,1,CO,4,7,1,1,8,0.38461538461538464,63.60000000000001,0,c1ccccc1,fusion_not_best
87801370,983.9868,C48H60Cl2N14O5,CC(C)C[C@@H](C(=O)N(C1COCCN1C(=O)[C@H](CC(C)C)NC2=NC(=NC(=C2)NC3=CC=C(C=C3)Cl)C#N)C4COCCN4C(=O)[C@H](CC(C)C)NC5=NC(=NC(=C5)NC6=CC=C(C=C6)Cl)C#N)N,-5.722554276015,-2.07350754081,3.649046735205,-5.8765097,-1.4488697,4.4295516,-5.91204,-1.9332832,3.97626,-5.8796716,-1.5490807,4.332486,-5.889279,-1.5882725,4.3176394,-0.15395542398499984,0.15395542398499984,0.6246378408100002,0.6246378408100002,0.7805048647950001,0.7805048647950001,0.5196993765300001,0.7805048647950001,0.0019115999999996802,-0.1894857239850003,0.1894857239850003,0.14022434081000013,0.14022434081000013,0.3272132647950001,0.3272132647950001,0.21897444319666684,0.3272132647950001,0.0024968000000002988,-0.1571173239850001,0.1571173239850001,0.5244268408100001,0.5244268408100001,0.6834392647950005,0.6834392647950005,0.45499447653000025,0.6834392647950005,0.0018951000000004825,-0.16672472398500027,0.16672472398500027,0.48523504081000013,0.48523504081000013,0.6685926647950002,0.6685926647950002,0.4401841431966669,0.6685926647950002,0.016632900000000284,3d,0.21897444319666684,0.2360200333333334,-0.06470489999999984,0.2360200333333334,True,984.0069999999992,69,1,CClNO,21,19,6,4,40,0.4791666666666667,252.67,0,O=C(CNc1cc(Nc2ccccc2)ncn1)N1CCOCC1NC1COCCN1C(=O)CNc1cc(Nc2ccccc2)ncn1,flexible; large_conjugated; chlorinated; fusion_not_best; all_models_hard
61070964,283.3136664,C15H19F2NO2,C1CCC(C1)(CC(C2=C(C=C(C=C2)F)F)N)CC(=O)O,-6.45454053386,-0.8653220445900001,5.58921848927,-6.146642,-0.15215132,5.9943914,-6.3678317,-0.5233024,5.8473926,-6.193761,-0.20538792,5.9862943,-6.19765,-0.21367617,5.978969,0.30789853386000043,0.30789853386000043,0.7131707245900001,0.7131707245900001,0.4051729107299993,0.4051729107299993,0.4754140563933333,0.7131707245900001,9.928000000059001e-05,0.08670883386000039,0.08670883386000039,0.3420196445900001,0.3420196445900001,0.25817411072999974,0.25817411072999974,0.22896752972666676,0.3420196445900001,0.002863300000000457,0.2607795338600001,0.2607795338600001,0.6599341245900001,0.6599341245900001,0.39707581072999965,0.39707581072999965,0.4392631563933333,0.6599341245900001,0.002078780000000613,0.25689053386000005,0.25689053386000005,0.65164587459,0.65164587459,0.3897505107299999,0.3897505107299999,0.4327623063933333,0.65164587459,0.005004829999999849,3d,0.22896752972666676,0.21029562666666654,-0.036150899999999986,0.21029562666666654,True,283.318,20,1,CFNO,5,5,2,1,8,0.5333333333333333,63.32000000000001,0,c1ccc(CCC2CCCC2)cc1,wide_gap; fusion_not_best; all_models_hard
64482022,266.2913432,C12H11FN2O2S,CC(C1=NC=CS1)NC2=C(C=CC=C2F)C(=O)O,-5.56200710422,-1.3061464824,4.25586062182,-6.002654,-1.0769087,4.923351,-5.9063525,-1.0200999,4.8859205,-5.9889083,-1.0825688,4.9162683,-5.9916925,-1.0774237,4.9135537,-0.4406468957799996,0.4406468957799996,0.22923778240000003,0.22923778240000003,0.6674903781800001,0.6674903781800001,0.44579168545333325,0.6674903781800001,0.0023942999999997383,-0.34434539577999956,0.34434539577999956,0.2860465824,0.2860465824,0.63005987818,0.63005987818,0.42015061878666654,0.63005987818,0.00033209999999961326,-0.4269011957800002,0.4269011957800002,0.22357768239999998,0.22357768239999998,0.6604076781799995,0.6604076781799995,0.4369621854533332,0.6604076781799995,0.009928799999999072,-0.42968539578,0.42968539578,0.2287227824,0.2287227824,0.6576930781799994,0.6576930781799994,0.4387004187866665,0.6576930781799994,0.0007151000000007457,3d,0.42015061878666654,0.016811566666666666,-0.008829500000000046,0.016811566666666666,True,266.29699999999997,18,1,CFNOS,6,4,2,2,15,0.16666666666666666,62.22,0,c1ccc(NCc2nccs2)cc1,all_models_hard
94655990,391.4845,C19H25N3O4S,CC1=CC=C(C=C1)S(=O)(=O)NCCNC(=O)N[C@H](C)CC2=CC=C(C=C2)O,-5.336152608305,-1.43131885363,3.904833754675,-5.634873,-1.0929639,4.5444517,-5.8243675,-1.1524602,4.6706967,-5.6717763,-1.1154822,4.5563097,-5.6678014,-1.1167817,4.5484333,-0.2987203916949994,0.2987203916949994,0.3383549536300001,0.3383549536300001,0.6396179453249999,0.6396179453249999,0.4255644302166665,0.6396179453249999,0.0025425999999999505,-0.48821489169499976,0.48821489169499976,0.2788586536300002,0.2788586536300002,0.7658629453249999,0.7658629453249999,0.5109788302166666,0.7658629453249999,0.0012106000000002837,-0.33562369169499995,0.33562369169499995,0.31583665363000013,0.31583665363000013,0.6514759453250001,0.6514759453250001,0.4343120968833334,0.6514759453250001,1.5599999999338365e-05,-0.3316487916949997,0.3316487916949997,0.3145371536300001,0.3145371536300001,0.6435995453250003,0.6435995453250003,0.4299284968833334,0.6435995453250003,0.0025864000000002108,2d,0.4255644302166665,0.008747666666666876,0.008747666666666876,-0.07666673333333318,True,391.4930000000001,27,1,CNOS,8,8,2,2,16,0.3157894736842105,107.53000000000002,0,O=C(NCCNS(=O)(=O)c1ccccc1)NCCc1ccccc1,flexible; large_conjugated; all_models_hard
90836522,286.32256,C8H14O7S2,C([C@H]([C@@H]1[C@@H]([C@@H]([C@@H](O1)C(C(=O)O)(S)S)O)O)O)O,-6.528011273495,-0.4462667148200001,6.081744558675,-6.8710113,-0.97384006,5.8973494,-6.643217,-1.3036444,5.335311,-6.803714,-1.0958062,5.7140627,-6.8127966,-1.0872492,5.714923,-0.34300002650499994,0.34300002650499994,-0.52757334518,0.52757334518,-0.18439515867499967,0.18439515867499967,0.35165617678666655,0.52757334518,0.00017815999999992727,-0.11520572650499972,0.11520572650499972,-0.8573776851799999,0.8573776851799999,-0.7464335586750002,0.7464335586750002,0.5730056567866666,0.8573776851799999,0.004261600000000421,-0.27570272650500005,0.27570272650500005,-0.6495394851799998,0.6495394851799998,-0.3676818586749997,0.3676818586749997,0.43097469011999984,0.6495394851799998,0.006154900000000296,-0.2847853265050002,0.2847853265050002,-0.6409824851799999,0.6409824851799999,-0.3668215586750003,0.3668215586750003,0.4308631234533335,0.6409824851799999,0.0106244000000002,2d,0.35165617678666655,0.07931851333333328,0.07931851333333328,-0.14203096666666676,True,286.327,17,1,COS,9,4,1,0,2,0.875,127.45000000000002,0,C1CCOC1,wide_gap; fusion_not_best; all_models_hard
119852858,378.33706,C17H29Cl2N3O2,CCN(CC)CC1=CC(=CC=C1)NC(=O)CC2CNCCO2.Cl.Cl,-5.602824181795,-0.851716352065,4.7511078297300005,-5.9742246,-0.5119331,5.4621596,-5.553868,-0.5558894,4.9934826,-5.890269,-0.50551236,5.4057274,-5.9028463,-0.48954147,5.410939,-0.3714004182049999,0.3714004182049999,0.33978325206499993,0.33978325206499993,0.7110517702699992,0.7110517702699992,0.4740784801799997,0.7110517702699992,0.0001319000000004067,0.04895618179500083,0.04895618179500083,0.295826952065,0.295826952065,0.24237477026999965,0.24237477026999965,0.19571930137666682,0.295826952065,0.004495999999999611,-0.28744481820499956,0.28744481820499956,0.34620399206499997,0.34620399206499997,0.6546195702699995,0.6546195702699995,0.429422793513333,0.6546195702699995,0.020970759999999977,-0.3000221182049998,0.3000221182049998,0.362174882065,0.362174882065,0.6598311702699995,0.6598311702699995,0.4406760568466664,0.6598311702699995,0.0023658300000004573,3d,0.19571930137666682,0.2337034921366662,-0.044655686666666694,0.2337034921366662,True,378.3440000000001,24,3,CClNO,7,7,2,1,9,0.5882352941176471,53.60000000000001,0,O=C(CC1CNCCO1)Nc1ccccc1,multi_fragment/salt; chlorinated; fusion_not_best
107263179,240.34186,C13H24N2O2,CCCCOCC(CN(CCC#N)C1CC1)O,-5.66541036741,0.9034179836599998,6.56882835107,-6.308537,0.94632643,7.245227,-6.0649533,0.83989316,6.9028425,-6.224917,0.97237945,7.199327,-6.2088494,0.9750108,7.188024,-0.6431266325900005,0.6431266325900005,0.04290844634000024,0.04290844634000024,0.6763986489300002,0.6763986489300002,0.45414457595333363,0.6763986489300002,0.009636430000000473,-0.3995429325900002,0.3995429325900002,-0.06352482365999979,0.06352482365999979,0.3340141489300006,0.3340141489300006,0.26569396839333353,0.3995429325900002,0.0020039599999996938,-0.5595066325899998,0.5595066325899998,0.06896146634000022,0.06896146634000022,0.6304986489300006,0.6304986489300006,0.4196555826200002,0.6304986489300006,0.0020305500000006305,-0.5434390325900003,0.5434390325900003,0.07159281634000014,0.07159281634000014,0.6191956489300008,0.6191956489300008,0.4114091659533337,0.6191956489300008,0.004163800000000606,3d,0.26569396839333353,0.15396161422666665,-0.03448899333333344,0.15396161422666665,True,240.34699999999995,17,1,CNO,4,10,1,0,0,0.9230769230769231,56.489999999999995,0,C1CC1,wide_gap; flexible; fusion_not_best; all_models_hard
113059148,380.52476,C18H24N2O3S2,CC(=O)N(CCNS(=O)(=O)C1=CC=CS1)C2=CC=C(C=C2)C(C)(C)C,-6.1143982207350005,-1.074849709475,5.0395485112600005,-5.850776,-1.3938618,4.4581943,-5.8228083,-1.535038,4.29401,-5.833913,-1.4175384,4.4174576,-5.8286133,-1.4209017,4.409251,0.26362222073500075,0.26362222073500075,-0.319012090525,0.319012090525,-0.5813542112600008,0.5813542112600008,0.3879961741733338,0.5813542112600008,0.0012800999999997842,0.29158992073500034,0.29158992073500034,-0.4601882905249999,0.4601882905249999,-0.7455385112600004,0.7455385112600004,0.4991055741733335,0.7455385112600004,0.00623970000000007,0.2804852207350006,0.2804852207350006,-0.34268869052499995,0.34268869052499995,-0.6220909112600008,0.6220909112600008,0.41508827417333377,0.6220909112600008,0.001082999999999501,0.2857849207350007,0.2857849207350007,-0.3460519905249999,0.3460519905249999,-0.6302975112600002,0.6302975112600002,0.4207114741733336,0.6302975112600002,0.0015394000000004127,2d,0.3879961741733338,0.027092099999999952,0.027092099999999952,-0.08401729999999974,True,380.5350000000002,25,1,CNOS,7,6,2,2,14,0.3888888888888889,66.48,0,O=S(=O)(NCCNc1ccccc1)c1cccs1,all_models_hard
16419436,392.79698,C16H17ClN6O4,COC1=CC(=CC(=C1OC)OC)NC(=O)CNC2=NC(=NC3=C2NC=N3)Cl,-5.515747749635,-1.2734928203400004,4.242254929294999,-5.259287,-1.689852,3.568469,-5.3589296,-1.3638839,3.9972284,-5.2485447,-1.6255554,3.622475,-5.253553,-1.6315391,3.6310077,0.256460749635,0.256460749635,-0.41635917965999947,0.41635917965999947,-0.6737859292949993,0.6737859292949993,0.44886861952999957,0.6737859292949993,0.0009659999999995783,0.15681814963499985,0.15681814963499985,-0.0903910796599996,0.0903910796599996,-0.24502652929499913,0.24502652929499913,0.16407858619666618,0.24502652929499913,0.002182700000000537,0.2672030496349995,0.2672030496349995,-0.35206257965999965,0.35206257965999965,-0.619779929294999,0.619779929294999,0.41301518619666605,0.619779929294999,0.0005142999999998565,0.26219474963499945,0.26219474963499945,-0.35804627965999947,0.35804627965999947,-0.6112472292949991,0.6112472292949991,0.410496086196666,0.6112472292949991,0.00899379999999983,3d,0.16407858619666618,0.24893659999999987,-0.03585343333333352,0.24893659999999987,True,392.803,27,1,CClNO,11,7,3,3,23,0.25,123.27999999999999,0,O=C(CNc1ncnc2nc[nH]c12)Nc1ccccc1,large_conjugated; chlorinated; fusion_not_best
