cid,mw,formula,smiles,homo,lumo,gap
119852861,370.3166,C18H25Cl2N3O,CCN(CC)CC1=CC(=CC=C1)NC(=O)C2=CC(=CC=C2)N.Cl.Cl,-5.69806402947,-0.8626009060849995,4.835463123385001
21614714,202.1614,C8H10O6,C1CCC(=C(C1)OC(=O)O)OC(=O)O,-6.50896330396,-0.016326831029999767,6.49263647293
21614715,222.28352,C12H18N2O2,CC1(CC(CC(C1)(C)CN=C=O)OC#N)C,-7.591976428950001,-0.09796098618000038,7.49401544277
21614718,227.30488,C14H17N3,CC1=C(C(=C(C=C1)NCC2=CC=CC=N2)C)N,-4.87083792395,-0.62041957914,4.25041834481
21614719,227.30488,C14H17N3,CC1=CC(=C(C=C1)NCC2=C(C=CC=N2)N)C,-5.19193226754,-0.4898049309000001,4.70212733664
21614720,227.30488,C14H17N3,CC1=CC(=C(C=C1)NC2=C(C(=NC=C2)C)N)C,-5.368806270365,-0.34286345162999954,5.025942818735
21614721,227.30488,C14H17N3,CC1=CC(=C(C=C1)NC2=C(C=CN=C2C)N)C,-5.33887374681,-0.09796098618000038,5.24091276063
21614722,227.30488,C14H17N3,CC1=C(C(=C(C=C1)NC2=C(N=CC=C2)C)C)N,-5.13206722043,-0.4707569613649998,4.661310259065
21614724,227.30488,C14H17N3,CC1=C(C(=NC(=C1N)C)NC2=CC=CC=C2)C,-4.666752536075,-0.15510489478499956,4.511647641290001
21614731,210.22646,C11H14O4,CCCCOOC1=CC=CC=C1C(=O)O,-6.69944299931,-1.3360790059549998,5.363363993355001
21614733,201.22124,C12H11NO2,CC(=O)C1=C(C=CC2=C1C=C(C=C2)O)N,-5.333431469800001,-1.2789350973499998,4.054496372450001
21614735,253.2231096,C12H10F3N3,C1=CC(=CC(=C1)NC2=NC=C(C=C2)C(F)(F)F)N,-5.510305472625,-0.9415139227300005,4.568791549895
21614738,301.6947496,C13H11ClF3N3,CC1=C(C=C(C=C1)N)NC2=C(C=C(C=N2)C(F)(F)F)Cl,-5.29533553073,-1.1945798036950004,4.100755727035
21614741,335.6415528,C12H6ClF4N3O2,C1=CC(=C(C=C1[N+](=O)[O-])NC2=C(C=C(C=N2)C(F)(F)F)Cl)F,-6.48719419592,-2.424534407955,4.062659787965
21614743,317.6510896,C12H7ClF3N3O2,C1=CC(=C(C=C1[N+](=O)[O-])NC2=NC=C(C=C2)C(F)(F)F)Cl,-6.39467548675,-2.48712059357,3.90755489318
21614745,255.27192,C14H13N3O2,C1=CC=C(C=C1)N(C(=O)C2=CC(=CC=C2)N)C(=O)N,-5.68717947545,-0.7782456124300001,4.90893386302
21614748,287.6681696,C12H9ClF3N3,C1=CC(=C(C=C1N)NC2=NC=C(C=C2)C(F)(F)F)Cl,-5.417786763455,-1.1265513410699999,4.291235422385
21614754,331.6776696,C13H9ClF3N3O2,CC1=C(C=C(C=C1)[N+](=O)[O-])NC2=C(C=C(C=N2)C(F)(F)F)Cl,-6.35657954768,-2.32385228327,4.03272726441
21614755,287.6681696,C12H9ClF3N3,C1=CC(=CC(=C1)NC2=C(C=C(C=N2)C(F)(F)F)Cl)N,-5.43139245598,-1.205464357715,4.225928098265
21614758,301.1964928,C12H7F4N3O2,C1=CC(=C(C=C1[N+](=O)[O-])NC2=NC=C(C=C2)C(F)(F)F)F,-6.375627517215,-2.34562139131,4.030006125905
21614759,305.6586328,C12H8ClF4N3,C1=CC(=C(C=C1N)NC2=C(C=C(C=N2)C(F)(F)F)Cl)F,-5.396017655415,-1.297983066885,4.09803458853
21614761,317.6510896,C12H7ClF3N3O2,C1=CC(=CC(=C1)[N+](=O)[O-])NC2=C(C=C(C=N2)C(F)(F)F)Cl,-6.35113727067,-2.40004416141,3.95109310926
21614763,243.72982,C12H18ClNO2,CC(CC1=CC=CC=C1)NCCC(=O)O.Cl,-6.62869339818,-0.3156520665800002,6.3130413316
21614768,257.7564,C13H20ClNO2,C1=CC=C(C=C1)CCCCNCCC(=O)O.Cl,-6.77019260044,-0.31293092807499967,6.457261672365
21614783,209.2417,C11H15NO3,CC(C)OC1=CC=CC=C1N(C)C(=O)O,-6.087186835685,-0.23673904993500017,5.85044778575
21614797,225.49958,C8H7Cl3O,CC1=CC=C(C=C1)OC(Cl)(Cl)Cl,-6.4246080103050005,-0.9387927842249999,5.485815226080001
21614822,249.30556,C14H19NO3,CC(C)(C)OC(=O)OC1CC2=CC=CC=C2CN1,-6.168820990835,-0.13605692525000013,6.032764065585
21614824,204.18542,C9H8N4O2,C1=CC=C(C=C1)C2=CC(=NN2[N+](=O)[O-])N,-6.185147821865,-1.9782676931349998,4.20688012873
21614825,210.5841496,C7H6ClF3N2,C1=CC(=CC=C1C(F)(F)F)N(N)Cl,-5.9919469880100005,-1.6626156265549996,4.329331361455001
21614829,433.56424,C22H31N3O4S,CCCSC1=NC=C(C(=N1)OC2=CC=C(C=C2)C(C)(C)C)OC(=O)OCCN(C)C,-5.97562015698,-1.0476383244249998,4.927981832555
21614831,443.60212,C24H33N3O3S,CC(C)CSC1=NC=C(C(=N1)OC2=CC=C(C=C2)C(C)(C)C)OC(=O)N3CCCCC3,-5.706227444985,-0.8054569974800003,4.900770447505
61070940,271.37574,C13H21NO3S,C1CCC(C1)(CC(=O)N2CCSCC2)CC(=O)O,-5.71983313751,-0.054422770100000406,5.66541036741
61070941,283.3633,C15H25NO4,C1CCC(C1)(CC(=O)N2CCC(CC2)CO)CC(=O)O,-6.560664935555001,-0.165989448805,6.394675486750001
61070942,227.30004,C12H21NO3,CCN(C)C(=O)CC1(CCCC1)CC(=O)O,-6.62869339818,-0.144220340765,6.484473057415
61070943,253.33732,C14H23NO3,CC(C1CC1)NC(=O)CC2(CCCC2)CC(=O)O,-6.67767389127,-0.02449024654499965,6.653183644725001
61070944,283.3633,C15H25NO4,CC(C1CCCO1)NC(=O)CC2(CCCC2)CC(=O)O,-6.38923320974,-0.3918439447199997,5.997389265020001
61070945,265.30826,C13H19N3O3,CN1C=C(C=N1)NC(=O)CC2(CCCC2)CC(=O)O,-6.147051882795,-0.519737454455,5.62731442834
61070946,257.32602,C13H23NO4,CCOCCNC(=O)CC1(CCCC1)CC(=O)O,-6.66678933725,0.005442277010000218,6.67223161426
61070947,283.3633,C15H25NO4,CC1(CN(CCO1)C(=O)CC2(CCCC2)CC(=O)O)C,-6.683116168280001,-0.19864311086500042,6.484473057415
61070948,269.33672,C14H23NO4,C1CCC(C1)(CC(=O)NC2CCOCC2)CC(=O)O,-6.636856813695,-0.12789350973500024,6.50896330396
61070949,293.35812,C16H23NO4,CC(CC1=CC=CO1)NC(=O)CC2(CCCC2)CC(=O)O,-5.861332339770001,-0.24762360395499972,5.613708735815001
61070950,294.34948,C14H22N4O3,CC(C1=NN=CN1C)NC(=O)CC2(CCCC2)CC(=O)O,-6.8082885395099995,-0.3864016677100004,6.421886871799999
61070951,295.41706,C17H29NO3,CCC1CCCCC1NC(=O)CC2(CCCC2)CC(=O)O,-6.304877916085,-0.3809593907000002,5.923918525385
61070952,293.40118,C17H27NO3,C=CCN(C1CCCC1)C(=O)CC2(CCCC2)CC(=O)O,-6.196032375885,-0.1306146482399999,6.065417727645
61070953,267.3639,C15H25NO3,CC(C)N(CC=C)C(=O)CC1(CCCC1)CC(=O)O,-6.615087705655,-0.21769108039999985,6.397396625255
61070954,269.37978,C15H27NO3,CC(C)CCN(C)C(=O)CC1(CCCC1)CC(=O)O,-6.59603973612,-0.1034032631899997,6.49263647293
61070955,274.35478,C17H22O3,CC1=CC(=C(C=C1)C(=O)CC2(CCCC2)CC(=O)O)C,-6.7130486918350005,-1.9809888316400004,4.732059860195
61070956,288.38136,C18H24O3,CCCC1=CC=C(C=C1)C(=O)CC2(CCCC2)CC(=O)O,-6.7348177998750005,-2.0245270477200004,4.710290752155
61070958,286.36878,C17H22N2O2,CCN1C2=CC=CC=C2N=C1CC3(CCCC3)CC(=O)O,-6.228686037945,-0.808178135985,5.42050790196
61070959,272.3422,C16H20N2O2,CC1=CC2=C(C=C1)N=C(N2)CC3(CCCC3)CC(=O)O,-6.081744558675,-0.7347073963500002,5.347037162325
61070960,294.2965464,C15H16F2N2O2,C1CCC(C1)(CC2=NC3=CC(=C(C=C3N2)F)F)CC(=O)O,-6.35113727067,-1.1700895571499998,5.18104771352
61070961,268.2990264,C15H18F2O2,C1CCC(C1)(CCC2=CC(=C(C=C2)F)F)CC(=O)O,-6.1878689603699994,-0.11700895571499981,6.070860004655
61070962,276.37066,C17H24O3,CCOC1=CC=C(C=C1)CCC2(CCCC2)CC(=O)O,-5.79602501565,-0.12245123272500003,5.673573782925
61070963,264.3384432,C15H21FN2O,C1CCC(C1)(CC(C2=CC=C(C=C2)F)N)CC(=O)N,-5.874938032295001,0.02449024654499965,5.89942827884
61070964,283.3136664,C15H19F2NO2,C1CCC(C1)(CC(C2=C(C=C(C=C2)F)F)N)CC(=O)O,-6.45454053386,-0.8653220445900001,5.58921848927
61070965,297.3402464,C16H21F2NO2,COC(=O)CC1(CCCC1)CC(C2=C(C=C(C=C2)F)F)N,-6.1361673287750005,-0.47347809987000034,5.662689228905
61070966,309.46678,C17H27NO2S,CCOC(=O)CC1(CCCC1)CC(C2=C(SC(=C2)C)C)N,-5.6055453203,0.027211385050000203,5.63275670535
61070967,280.42886,C15H24N2OS,CC1=CC(=C(S1)C)C(CC2(CCCC2)CC(=O)N)N,-5.69806402947,-0.035374800565000086,5.662689228905
61070969,286.2894896,C15H17F3O2,C1CCC(C1)(CC(=O)O)CC(C2=CC=C(C=C2)F)(F)F,-6.7429812153899995,-0.47892037687999967,6.26406083851
61070970,304.2799528,C15H16F4O2,C1CCC(C1)(CC(=O)O)CC(C2=C(C=C(C=C2)F)F)(F)F,-6.898086110175,-0.6911691802700002,6.206916929905
61070971,304.2799528,C15H16F4O2,C1CCC(C1)(CC(=O)O)CC(C2=CC(=C(C=C2)F)F)(F)F,-6.778356015955,-0.6258618561500002,6.152494159804999
7683962,309.74484,C15H16ClNO4,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)O[C@H](C)C#N)OC,-5.853168924255001,-1.880306706955,3.9728622173000008
7683963,412.8646,C19H25ClN2O6,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC(=O)NC(=O)NCC(C)C)OC,-6.29671450057,-2.08439209483,4.21232240574
7683964,398.83802,C18H23ClN2O6,CCCNC(=O)NC(=O)COC(=O)/C=C/C1=CC(=C(C(=C1)Cl)OCC)OC,-6.261339700005,-2.0027579396799995,4.258581760325001
7683965,398.83802,C18H23ClN2O6,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)O[C@@H](C(C)C)C(=O)NC(=O)N)OC,-5.853168924255001,-1.891191260975,3.961977663280001
7683966,398.83802,C18H23ClN2O6,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)O[C@H](C(C)C)C(=O)NC(=O)N)OC,-6.255897422995,-2.0109213551950003,4.2449760678
7683967,367.82398,C18H22ClNO5,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)O[C@@H](C)C(=O)NC2CC2)OC,-5.836842093225,-1.8095571058250002,4.0272849874
7683968,367.82398,C18H22ClNO5,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)O[C@H](C)C(=O)NC2CC2)OC,-5.82867867771,-1.7115961196449998,4.117082558065
7683969,418.86742,C22H23ClO6,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)O[C@@H](C)C(=O)C2=CC=C(C=C2)OC)OC,-5.730717691530001,-1.695269288615,4.035448402915001
7683970,418.86742,C22H23ClO6,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)O[C@H](C)C(=O)C2=CC=C(C=C2)OC)OC,-5.74160224555,-1.7224806736650002,4.019121571885
7683975,413.8509,C22H20ClNO5,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC2=NC=C(O2)C3=CC=CC=C3)OC,-5.69262175246,-1.6272408259899995,4.0653809264700005
7683976,404.84084,C21H21ClO6,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC(=O)C2=CC=C(C=C2)OC)OC,-5.581055073755,-1.4367611306399999,4.1442939431150005
7683977,406.8319032,C21H20ClFO5,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)O[C@@H](C)C(=O)C2=CC=C(C=C2)F)OC,-5.79602501565,-1.7959514133,4.00007360235
7683978,406.8319032,C21H20ClFO5,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)O[C@H](C)C(=O)C2=CC=C(C=C2)F)OC,-5.809630708175,-1.8340473523699998,3.975583355805
7683979,376.83074,C20H21ClO5,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC2=CC=CC=C2OC)OC,-5.72527541452,-1.6272408259900004,4.09803458853
7683980,371.81422,C20H18ClNO4,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC2=CC=C(C=C2)C#N)OC,-6.23140717645,-1.8748644299450001,4.356542746505
7683981,391.80232,C19H18ClNO6,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC2=CC=C(C=C2)[N+](=O)[O-])OC,-6.266781977015,-2.283035205695,3.9837467713200003
7683982,313.73354,C14H16ClNO5,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC(=O)N)OC,-5.632756705349999,-1.50751073177,4.125245973579999
7683983,295.71826,C14H14ClNO4,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC#N)OC,-5.8694957552850004,-1.9156815075200004,3.953814247765
7683984,404.84084,C21H21ClO6,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC2=CC=C(C=C2)C(=O)OC)OC,-6.16065757532,-1.74697092021,4.41368665511
7683985,340.75558,C16H17ClO6,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)O[C@@H]2CCOC2=O)OC,-6.19875351439,-1.8122782443299998,4.38647527006
7683986,340.75558,C16H17ClO6,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)O[C@H]2CCOC2=O)OC,-5.78514046163,-1.8013936903099999,3.9837467713200003
7683987,403.85608,C21H22ClNO5,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC(=O)N(C)C2=CC=CC=C2)OC,-5.951129910435,-1.5918660254250003,4.35926388501
7683988,392.8053232,C20H18ClFO5,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC(=O)C2=CC=C(C=C2)F)OC,-5.662689228905,-1.55104894785,4.111640281055
7683989,383.82338,C18H22ClNO6,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC(=O)N2CCOCC2)OC,-5.866774616780001,-1.93745061556,3.929324001220001
7683990,409.90372,C21H28ClNO5,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC(=O)N2C[C@@H](C[C@@H](C2)C)C)OC,-5.600103043290001,-1.4666936541950006,4.133409389095
7683991,409.90372,C21H28ClNO5,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC(=O)N2C[C@H](C[C@@H](C2)C)C)OC,-5.61098759731,-1.4884627622349997,4.122524835075001
7683992,409.90372,C21H28ClNO5,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC(=O)N2C[C@@H](C[C@H](C2)C)C)OC,-5.64908353638,-1.5347221168200003,4.11436141956
7683993,417.88266,C22H24ClNO5,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC(=O)N(C)CC2=CC=CC=C2)OC,-5.62187215133,-1.5020684547599998,4.11980369657
7683994,417.88266,C22H24ClNO5,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC(=O)NC2=CC=CC(=C2C)C)OC,-5.54023799618,-1.994594524165,3.545643472015
7683995,417.88266,C22H24ClNO5,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)OCC(=O)NC2=CC(=C(C=C2)C)C)OC,-5.553843688705,-2.01908477071,3.534758917995
107263155,233.37082,C11H23NO2S,CCCCOCC(CNC1CCSC1)O,-5.8259575392050005,1.1265513410699999,6.952508880275
107263156,260.37302,C13H28N2O3,CCCCOCC(CNC(C)C(=O)N(C)CC)O,-6.0790234201699995,0.6095350251199996,6.688558445289999
107263157,296.36206,C15H24N2O4,CCCCOCC(CNCC1=C(C(=CC=C1)[N+](=O)[O-])C)O,-6.155215298310001,-2.0952766488499996,4.059938649460001
107263158,301.80896,C15H24ClNO3,CCCCOCC(CNCC1=C(C=CC=C1Cl)OC)O,-5.907591694355,-0.22313335741000007,5.684458336945
107263160,231.37486,C13H29NO2,CCCCOCC(CNCC(C)(C)CC)O,-5.597381904785,1.537443255325,7.13482516011
107263162,273.3188464,C14H21F2NO2,CCCCOCC(CNC1=C(C=C(C(=C1)F)C)F)O,-5.406902209435,0.002721138504999665,5.409623347939999
107263163,266.37914,C15H26N2O2,CCCCOCC(CNC1=CC=CC=C1N(C)C)O,-5.1048558353799995,0.17687400282499954,5.281729838204999
107263164,219.3211,C11H25NO3,CCCCOCC(CNCCCCO)O,-6.2041957914,1.99187338566,8.19606917706
107263165,239.31404,C12H21N3O2,CCCCOCC(CNCC1=NN=CC=C1)O,-5.80146729266,-0.97416758479,4.82729970787
107263166,265.39108,C16H27NO2,CCCCOCC(CNCC1=CC=C(C=C1)CC)O,-6.234128314955,-0.09251870917000016,6.141609605785
107263167,261.40084,C14H31NO3,CCCCOCC(CNCC(CC(C)(C)C)O)O,-5.8259575392050005,1.738807504695,7.5647650439000005
107263168,247.37426,C13H29NO3,CCCCOCC(CNCC(CC(C)C)O)O,-5.809630708175,1.738807504695,7.54843821287
107263169,272.42678,C15H32N2O2,CCCCOCC(CNCC1(CCN(CC1)C)C)O,-5.602824181795,1.5837026099100004,7.186526791705001
107263170,267.3639,C15H25NO3,CCCCOCC(CNCC1=CC(=CC=C1)CO)O,-5.864053478275,-0.059865047109999736,5.8041884311650005
107263171,267.3639,C15H25NO3,CCCCOCC(CNCC1=CC=C(C=C1)CO)O,-6.32936816263,-0.28571954302500036,6.043648619604999
107263173,276.37396,C16H24N2O2,CCCCOCC(CN(CCC#N)C1=CC=CC=C1)O,-5.684458336945,0.054422770100000406,5.7388811070450005
107263174,214.30458,C11H22N2O2,CCCCOCC(CN(C)CCC#N)O,-6.48175191891,0.8707643216000003,7.35251624051
107263175,242.35774,C13H26N2O2,CCCCOCC(CN(CC)CC(C)C#N)O,-6.310320193095,0.8979757066499996,7.208295899745
107263176,228.33116,C12H24N2O2,CCCCOCC(CN(CC)CCC#N)O,-6.299435639075001,0.873485460105,7.172921099180001
107263177,228.33116,C12H24N2O2,CCCCOCC(CN(C)CC(C)C#N)O,-6.4028389022650005,0.9387927842249999,7.34163168649
107263178,242.35774,C13H26N2O2,CCCCOCC(CN(CCC#N)C(C)C)O,-5.896707140335001,0.8326683825299996,6.729375522865
107263179,240.34186,C13H24N2O2,CCCCOCC(CN(CCC#N)C1CC1)O,-5.66541036741,0.9034179836599998,6.56882835107
107263180,200.278,C10H20N2O2,CCCCOCC(CN(C)CC#N)O,-6.6912795837950005,0.44626671482000013,7.137546298615001
107263181,214.30458,C11H22N2O2,CCCCOCC(CN(CC)CC#N)O,-6.48719419592,0.541506562495,7.028700758415
107263182,228.33116,C12H24N2O2,CCCCOCC(CN(CCC)CC#N)O,-6.35657954768,0.45987240734500023,6.816451955025
107263183,214.30458,C11H22N2O2,CCCCOCC(CN(C)C(C)C#N)O,-6.408281179275,0.6095350251200005,7.017816204395
107263184,276.37396,C16H24N2O2,CCCCOCC(CN(C)CC1=CC=CC(=C1)C#N)O,-6.26950311552,-1.3877806375499997,4.88172247797
107263185,262.34738,C15H22N2O2,CCCCOCC(CN(C)C1=CC=C(C=C1)C#N)O,-5.581055073755,-0.7809667509349998,4.800088322820001
107263186,262.34738,C15H22N2O2,CCCCOCC(CN(C)C1=CC=CC(=C1)C#N)O,-5.442277010000001,-0.9279082302050004,4.514368779795
107263187,228.33116,C12H24N2O2,CCCCOCC(CN(C)C(C)CC#N)O,-6.32392588562,0.8245049670149998,7.148430852634999
111150549,276.42032,C16H28N4,CCCCNC(=NC)NCCCN(C)C1=CC=CC=C1,-5.134788358935,0.23401791142999961,5.368806270365
111150551,296.45148,C16H32N4O,CCCCN=C(NCC)NCCC(=O)NC1CCCCC1,-5.727996553025,0.6449098256849997,6.37290637871
111150553,251.3711,C13H25N5,CCCCNC(=NCCCN1C=CN=C1)NCC,-5.64908353638,0.6830057647550003,6.332089301135
111150555,312.43096,C14H24N4O2S,CCCCNC(=NC)NCCC1=CC=C(C=C1)S(=O)(=O)N,-5.9348030794049995,-1.096618817515,4.8381842618899995
111150557,326.45754,C15H26N4O2S,CCCCN=C(NCC)NCCC1=CC=C(C=C1)S(=O)(=O)N,-5.820515262195,-1.0993399560199997,4.721175306175001
111150559,307.43106,C17H29N3O2,CCCCN=C(NCC)NCCC1=CC(=C(C=C1)OC)OC,-5.16472088249,0.45170899183000035,5.6164298743200005
111150561,251.3429832,C14H22FN3,CCCCNC(=NCC1=CC=C(C=C1)F)NCC,-5.82867867771,0.07891301664500006,5.907591694355
111150562,313.43718,C19H27N3O,CC1=C(C(=NN1CCO)C)CNC2(CCCC2)C3=CC=CC=C3,-5.58921848927,0.13333578674499957,5.722554276015
111150564,304.43042,C17H28N4O,CCCCNC(=NC)NCC1=CC=C(C=C1)NC(=O)C(C)C,-5.439555871495,-0.165989448805,5.27356642269
111150566,251.3429832,C14H22FN3,CCCCNC(=NCC1=CC=CC=C1F)NCC,-5.907591694355,0.21496994189500018,6.12256163625
111150568,203.34814,C9H21N3S,CCCCNC(=NC)NCCSC,-5.75792907658,1.0421960474150005,6.8001251239950005
111150570,217.37472,C10H23N3S,CCCCN=C(NCC)NCCSC,-5.56200710422,1.1211090640599997,6.68311616828
111150572,277.40508,C16H27N3O,CCCCNC(=NCC1=CC=CC=C1OCC)NCC,-5.602824181795,0.14149920226000035,5.744323384055001
111150574,242.4041,C13H30N4,CCCCNC(=NC)NCC(C)(C)CN(C)C,-5.689900613955,1.1700895571499998,6.859990171105
111150576,300.44018,C15H32N4O2,CCCCNC(=NCCCNC(=O)OC(C)(C)C)NCC,-5.866774616780001,0.9034179836599998,6.770192600440001
111150578,296.45148,C16H32N4O,CCCCNC(=NCCCN1CCCCCC1=O)NCC,-5.771534769105,0.8843700141250004,6.6559047832300005
111150580,239.38024,C12H21N3S,CCCCNC(=NC)NCCC1=CC=CS1,-5.81235184668,-0.09251870917000016,5.71983313751
