smiles,gw_homo,gw_lumo,gw_gap,pred_homo,pred_lumo,pred_gap,delta_homo,delta_lumo,delta_gap
"CSc1nn2c(c1C#N)nc1c(c2)S([O])([O])OC1(C)C	
",-8.6442,-1.788,6.856199999999999,-6.2001505,-2.434923,3.7662032,-2.4440495101928708,0.6469229335784912,3.089996834945678
"O=C1C=CC(=O)c2c1c(Cl)c(C)cc2O	
",-8.4731,-2.2617,6.211400000000001,-6.2766376,-2.938149,3.3403053,-2.1964624458312993,0.6764489753723146,2.8710946716308605
"C=C[C@H]1COC2(S1)c1ccccc1Oc1c2cccc1	
",-7.9219,0.26080000000000003,8.1827,-5.7363796,-0.81521493,4.922002,-2.185520376586914,1.0760149319648744,3.2606981613159185
"Cc1coc2c1C(=O)C(=O)c1c2ccc2c1cccc2C	
",-7.8117,-1.9962,5.8155,-5.83609,-2.720989,3.120926,-1.975609912109375,0.7247889888763428,2.6945740966796876
"C[C@H]1C(=O)O[C@H]2[C@H]1CCC(=C1[C@@H]2C(=CC1=O)C)C	
",-8.6694,-0.438,8.231399999999999,-6.216711,-1.7672434,4.4495625,-2.452688955688476,1.3292433853149415,3.7818374504089345
"Clc1cccc(c1)/C=C\1/C[C@H]2N(C1=O)c1c(C2)cccc1	
",-7.6914,-0.8711000000000001,6.8203,-5.6974697,-1.4798399,4.214069,-1.9939302886962889,0.6087399209976195,2.6062311103820797
"CC1=C(C)SC(=C2c3ccccc3Sc3c2cccc3)S1	
",-6.5358,-0.18050000000000002,6.3553,-4.787071,-0.94296926,3.874353,-1.7487287719726563,0.7624692625999451,2.4809470680236814
"Cc1onc(c1)/N=C\1/N(Cc2c1cccc2)c1noc(c1)C	
",-7.9387,-0.4056,7.5331,-5.826007,-1.5165683,4.307811,-2.112693110656738,1.1109683031082154,3.2252892166137697
"Cn1c(=O)n(c2c1C1=NCS[S@@]1S2)Cc1ccccc1	
",-7.4155,-1.4478,5.9677,-5.6192465,-1.979379,3.671003,-1.7962535171508787,0.5315790578842163,2.296696896743774
"CON(C(=O)[C@@]12O[C@H]2[C@H](OC1=O)C)C	
",-9.537700000000001,1.2057,10.743400000000001,-6.826687,-0.9430317,5.8753233,-2.7110131408691416,2.14873172826767,4.8680767044067395
"Cc1ccc(cc1)S(=O)(=O)N/N=C/[C@@]12CCCC[C@@H]1[C@@H]1O[C@@]2(C)CCC21SCCCS2	
",-7.9193,-0.1695,7.7498,-5.667139,-1.2874804,4.3721843,-2.252160946655273,1.117980354309082,3.377615723419189
"C1CCC(=C(C1)c1ccccc1)c1ccccc1	
",-7.7435,0.497,8.2405,-5.954587,-0.15231723,5.8045063,-1.7889130172729493,0.649317225933075,2.435993698120118
"CO[C@@]12OCCC[C@H]2[C@](CC1=O)(O)C1=CCCCO1	
",-8.4773,0.9583,9.435599999999999,-5.8826895,-0.6937949,5.176684,-2.594610523986816,1.6520949061393737,4.258916097259521
"Fc1c(F)c(F)c2c(c1F)[C@@](F)(C(C(F)(F)F)(F)F)C(C([C@@]2(F)c1c(F)c(F)c(c(c1F)F)F)(F)F)(F)F	
",-9.8798,-1.0479,8.8319,-7.3642406,-1.9997649,5.3585935,-2.515559353637695,0.9518649192810058,3.473306536102294
"S1SSSCC(=C(C1)c1ccccc1)c1ccccc1	
",-8.0507,-0.23600000000000002,7.814700000000001,-5.916363,-1.5329449,4.373571,-2.134337237548829,1.296944917678833,3.441129080963136
"Clc1ncccc1N(c1cccnc1N(=O)=O)C	
",-8.149,-0.6483,7.500699999999999,-6.1719413,-2.343948,3.8299508,-1.977058719635009,1.6956478874206544,3.6707491905212395
"O=C/C(=C/Cc1ccccc1)/c1ccccc1	
",-8.7348,-0.2862,8.448599999999999,-6.4380484,-1.4682169,4.963536,-2.2967516372680663,1.182016896057129,3.48506421432495
"CO[C@]1(c2ccccc2)[C@H]2CCC[C@@H]1[C@@]12CS1(=O)=O	
",-9.078,0.5461,9.624099999999999,-6.5766783,-0.49545407,6.0824327,-2.5013217239379877,1.0415540729522705,3.5416672531127915
"N#C[C@@H]1[C@@H]2[C@H]3[C@@H]2[C@@H]([C@@H]1C3)S(=O)(=O)c1ccc(cc1)C	
",-9.4841,-0.181,9.3031,-7.128923,-1.3006723,5.817643,-2.3551770606994626,1.1196722927093505,3.4854568344116217
"O=C1N2CCC[C@@H]2[C@@H](N1c1ccccc1)c1ccccc1	
",-7.7342,0.6317,8.3659,-5.5252886,-0.3840445,5.1374583,-2.208911418151856,1.0157444982051849,3.228441675567627
"CCOC(=O)/C(=N/OS(c1ccc(cc1)N(=O)=O)([O])[O])/C#N	
",-10.5218,-1.9099,8.6119,-7.2120194,-3.0708032,4.168915,-3.309780556488038,1.160903165435791,4.442985205078125
"O=N(=O)c1cc(ccc1S(=O)(=O)c1ccc[nH]1)N(=O)=O	
",-8.9902,-2.0429,6.9473,-6.5711956,-3.4259415,3.1921978,-2.4190043975830076,1.3830414672851563,3.755102200317383
"CN(c1nc(c(s1)C(=O)c1ccccc1)C)c1ccccc1	
",-7.3373,-0.5281,6.8092,-5.518809,-1.5008521,4.0165877,-1.8184911582946777,0.972752108001709,2.7926122657775876
"COC(=O)C[C@@H]1C(=O)NN=c2n1cnc1c2cccc1	
",-7.4925,-0.1298,7.362699999999999,-5.8038883,-1.7057261,4.095952,-1.6886116790771482,1.5759261466979981,3.2667479660034173
"O=C1N(Cc2ccncc2)C(=O)c2c1cccc2	
",-9.3412,-1.1672,8.174000000000001,-6.704018,-2.4069316,4.3048778,-2.637181884002686,1.2397316387176514,3.869122241973878
"Clc1ccc2c(c1)CN1CCN2Cc2c1ccc(c2)Cl	
",-7.6785,0.4096,8.088099999999999,-5.6262455,-0.56467575,5.065204,-2.052254501342773,0.974275748348236,3.022895856475829
"Cc1cc(C)c2c(c1)c(c(o2)C)S(=O)(=O)c1ccccc1	
",-8.0841,-0.22080000000000002,7.8633,-6.128125,-1.2777524,4.8449554,-1.9559748092651361,1.05695239944458,3.0183445556640622
"CC[C@H](N1Cc2c(C1=O)cccc2)CO	
",-8.5244,0.3788,8.9032,-6.4361715,-1.1462169,5.2777824,-2.088228468322754,1.525016869354248,3.625417559814453
"CCOC(=O)c1cnn(c1N)c1ccc(cc1N(=O)=O)Cl	
",-8.2643,-1.0742,7.1901,-6.0662203,-2.6537275,3.424323,-2.1980797164916996,1.5795275314331054,3.7657769180297853
"COc1ccc(cc1)[C@@H]1OO[C@H](OO1)c1cccc(c1)C	
",-8.3311,0.07390000000000001,8.405,-5.991087,-0.3339428,5.6399837,-2.340013040161132,0.4078428007602692,2.7650163459777826
"c1ccc2c(cc1)c(cc2c1ccco1)c1ccco1	
",-6.4584,-1.1885,5.2699,-4.973682,-1.8663645,3.108489,-1.4847180732727052,0.6778644790649415,2.161410963439941
"C[C@@H]([C@@H]([C@H](c1ccccc1)C)c1ccccc1)O	
",-8.5017,0.9059,9.4076,-6.302869,-0.14429253,6.1526585,-2.1988311569213863,1.0501925333976745,3.2549415374755863
"S=C(Nc1ccccc1C)Nc1cc(C)cc(n1)C	
",-7.4808,-0.212,7.268800000000001,-5.3016415,-0.9848105,4.3173766,-2.179158535766602,0.772810471534729,2.9514233863830572
"Oc1ccccc1C(=O)c1cnc2n(c1)nc(c2)c1ccccc1	
",-8.1377,-1.4314,6.706300000000001,-6.120696,-2.0258226,4.0922365,-2.017003932189942,0.594422639465332,2.6140634811401373
"COC(=O)N1CC(=O)C=C2[C@@H]1CCc1c2cccc1	
",-8.6191,-0.8703000000000001,7.748799999999999,-6.207487,-1.7600656,4.4388757,-2.4116128936767574,0.8897655555725097,3.3099243247985832
"O=C(c1ccccn1)N/C=N\OCc1ccccc1	
",-8.3323,-0.6162000000000001,7.7161,-5.9947977,-1.6660936,4.325019,-2.337502293395996,1.0498935878753661,3.391081117248535
"COc1ccc(cc1)c1oc(cc1F)c1ccccc1	
",-6.9179,-0.3544,6.5635,-4.9675946,-1.1301157,3.8471818,-1.9503053764343266,0.7757157474517822,2.7163182029724124
"Clc1cc(/C=N/c2c(C)cccc2C)c(c(c1)Cl)O	
",-8.0943,-1.072,7.0223,-6.052224,-1.8445158,4.206109,-2.042075840759278,0.7725158004760742,2.8161909530639653
"CO[C@H]1CS(=O)(=O)[C@H]2[C@@H]1CN(C2)Cc1ccccc1	
",-8.5991,1.0739,9.673,-6.0061736,-0.06010878,5.949647,-2.592926389312744,1.134008780860901,3.7233530502319336
"COC(=O)[C@H](c1cn(c2c1cc(F)cc2)C(=O)OC)C#N	
",-8.415,-0.2137,8.2013,-6.1577053,-1.1852419,4.9639187,-2.257294692993163,0.9715419376373291,3.237381314086914
"Clc1ccc(c(c1)C(=O)c1ccc(cc1)Oc1ccccc1)Cl	
",-8.4066,-0.661,7.7456,-6.253137,-1.6897467,4.5607567,-2.153462888336181,1.0287467374801635,3.18484331665039
"CC[C@]12CC[C@H]3[C@@H]2N(CC1)N(C3)C(=O)C	
",-8.2197,1.4909,9.7106,-5.404321,0.5479366,5.9448214,-2.815378806304931,0.9429633816719054,3.7657786422729487
"CC(=O)Oc1ccc(cc1C(=O)O)N(=O)=O	
",-9.8093,-1.2912,8.5181,-7.6144495,-2.7036142,4.898832,-2.1948504989624027,1.4124142349243165,3.6192681556701665
"O=C1CC(C(=O)N1c1cccc2c1nccc2)(C)C	
",-8.5354,-0.6289,7.906499999999999,-6.1508036,-1.5958124,4.5509315,-2.3845964340209953,0.966912439918518,3.3555685462951654
"CCN1c2ccc(cc2Oc2c(C1=O)ccc(c2)C)Cl	
",-8.0801,-0.0818,7.9982999999999995,-5.812413,-0.96714765,4.838164,-2.267686784362793,0.8853476483345032,3.160136147308349
"Fc1ccc2c(c1)c(Cc1c[nH]c3c1cc(F)cc3)c[nH]2	
",-7.5637,0.6323000000000001,8.196,-5.2948236,-0.32506543,4.9766917,-2.2688763534545897,0.9573654339790345,3.2193082771301267
"N#C[C@H]1C(=C)CN2[C@]1(C)c1ccccc1S2(=O)=O	
",-9.3668,-0.22740000000000002,9.1394,-6.7778354,-1.3673979,5.4034348,-2.588964630889892,1.139997904396057,3.7359652465820314
"NC(=O)C[C@@H]1N[C@H]([C@@H]2[C@H]1C(=O)N(C2=O)C)c1cccnc1	
",-8.7747,0.5535,9.328199999999999,-6.273015,-0.8622027,5.4010515,-2.5016849777221672,1.4157027039527894,3.9271484786987294
"O=N(=O)[C@@]1(C)C=C(Cl)[C@]([C@@](C1=O)(C)N(=O)=O)(C)N(=O)=O	
",-9.9809,-1.3669,8.614,-7.773163,-3.1049488,4.623262,-2.207737158203125,1.7380487590789795,3.990738071441651
"Fc1cc(/C=C/c2ccccc2)c(cc1/C=C/c1ccccc1)F	
",-7.1567,-1.3648,5.7919,-5.7678804,-1.3737257,4.3852854,-1.388819560241699,0.008925652694702135,1.4066146224975586
"Clc1ccc2c(c1)C[C@H]1ON2[C@@H](C1)CCc1ccccc1	
",-8.1947,0.5315,8.726199999999999,-5.3792887,-0.33630008,5.0415363,-2.8154113265991203,0.8678000750541687,3.684663668823241
"O=C1O[C@H]2[C@H](C1)[C@@H](O)[C@@]1([C@@H]([C@H](C2)C)CCC1=O)C	
",-9.4381,0.3894,9.8275,-6.603568,-0.72385925,5.871025,-2.834531922912598,1.1132592505455017,3.956474914550782
"Oc1ccc(cc1)/C=N/n1c(=S)[nH]nc1c1ccccc1O	
",-7.5279,-0.8456,6.6823,-5.4107933,-1.6093768,3.8059373,-2.1171066955566404,0.7637767881393432,2.8763627098083493
"CC1=C2O[C@@]3(C)CCC(=C3O[C@]2(CC1)C)C	
",-7.8595,1.8823,9.7418,-4.9445124,0.5359217,5.504673,-2.9149876327514646,1.3463783071517945,4.237126995849609
"O=C(C(Cl)(Cl)Cl)Nc1ccc(cc1)N(=O)=O	
",-9.1951,-1.32,7.8751,-7.09715,-2.5346868,4.563608,-2.0979501510620118,1.214686803817749,3.3114918304443357
"Cc1cc(O)c2c(c1)cc(c(c2[O])[C](O)C)C	
",-7.2974,-1.0663,6.2311,-5.111519,-0.80613416,4.312767,-2.1858811401367184,-0.2601658356666565,1.918332971191406
"Clc1ccc(cc1)S(=O)(=O)C(=C)c1cc(F)ccc1F	
",-9.1591,-0.6621,8.497,-6.76582,-1.7650772,4.997287,-2.3932799736022954,1.102977233314514,3.4997132034301757
"NSC(c1ccccc1)(c1ccccc1)c1ccccc1	
",-8.0361,0.5094000000000001,8.545499999999999,-5.6858025,-0.50454545,5.1804576,-2.3502975402832025,1.0139454502105714,3.3650424079895007
"CSC1=NC(/C(=C/c2ccccc2)/S1)(C)C	
",-7.4347,0.0016,7.4363,-5.772498,-0.73214906,5.036943,-1.6622018692016605,0.7337490645408631,2.399357041168213
"O=S1(=O)c2ccccc2S(=O)(=O)C1(C)c1ccccc1	
",-8.963,-0.6890000000000001,8.274,-6.9564505,-1.9774643,4.9682293,-2.0065495376586906,1.2884643182754516,3.305770706176757
"COc1ccc(cc1)N/N=C(/C(=O)c1ccccc1)\C(=O)C	
",-7.4806,-1.1921,6.2885,-5.558914,-1.8267457,3.733815,-1.9216858154296874,0.6346457485198975,2.5546850452423095
"c1ccc2c(c1)C(=C1c3c1cc1c(c3)cccc1)c1c2cccc1	
",-7.0028,-1.6972,5.3056,-5.460413,-2.2667067,3.2124467,-1.5423870208740231,0.5695067050933837,2.093153310394287
"CO[C@H]1O[C@]2([C@H]([C@@H]1O)O)C(=O)OC[C@@]2(O)CC	
",-9.45,1.2819,10.7319,-6.861265,-0.24514371,6.5955086,-2.588734817504882,1.527043711566925,4.136391424560546
"c1ccc(c(c1)CSc1cccc2c1nccc2)CSc1cccc2c1nccc2	
",-7.2065,-0.6558,6.5507,-5.415348,-1.5357423,3.8666005,-1.7911519470214845,0.8799422828674316,2.684099486541748
"NC[C@@H]1CN(C(=O)O1)[C@@H](c1ccccc1)C	
",-8.9906,0.7457,9.7363,-6.3227096,-0.2042751,6.110021,-2.6678904396057135,0.9499751014232636,3.6262788856506347
"Clc1ccc(c(c1)/C=N/Nc1scc(n1)c1ccccc1)O	
",-7.3019,-0.9039,6.398,-5.3131943,-1.732955,3.579145,-1.988705725097656,0.8290549789428711,2.818855045318603
"CC(c1cc(O)c(cc1O)C(C)(C)C)(C)C	
",-7.4518,1.0384,8.4902,-5.1119747,0.21870306,5.3188267,-2.339825283813477,0.8196969386577606,3.1713733245849607
"C[C@]12C[C@@]3(C)C([C@]3(C[C@@]2(C1(Cl)Cl)C)C)(Cl)Cl	
",-9.4334,1.2136,10.647,-6.9528046,0.265795,7.2258053,-2.480595434570313,0.9478050075531006,3.421194717407227
"Cl[C@@H]1C[C@@H](O[C@@H](C1)c1ccccc1)c1ccccc1	
",-8.841,0.836,9.677,-6.482851,-0.23657581,6.2311754,-2.3581489715576165,1.072575812101364,3.4458245773315426
"COC(=O)c1cc(Cl)ccc1N(=O)=O	
",-9.7367,-1.3561,8.380600000000001,-7.4660068,-2.7168748,4.730493,-2.2706932441711434,1.3607748378753661,3.650106931304933
"N#Cc1c(c2ccccc2)c(O)c(c(c1N)C#N)c1ccccc1	
",-7.7254000000000005,-1.1713,6.5541,-5.840776,-1.8508599,3.9814959,-1.8846240333557134,0.6795598804473877,2.5726041427612305
"O=CC1=C(N)[C@](C(C1)(C#N)C#N)(C#N)[C@H]1CCCC1=O	
",-8.8494,-0.7452000000000001,8.104199999999999,-6.430868,-2.045743,4.3936357,-2.4185318511962883,1.3005429885864257,3.710564250183104
"O=C1/C(=C/c2ccncc2)/CCC/C/1=C\c1ccncc1	
",-8.8061,-1.6901000000000002,7.1160000000000005,-6.6624384,-2.040141,4.6223116,-2.1436616073608405,0.3500411056518553,2.4936884078979498
"CO[C@](C(F)(F)F)(C[C@@](C(F)(F)F)(OC)O)O	
",-10.9019,1.7162000000000002,12.6181,-7.467305,1.1090249,8.577187,-3.434594816589355,0.6071751176834108,4.040913415527344
"Clc1ccc(cc1)C(=O)Nc1ccccc1	
",-8.1602,-0.4056,7.7546,-5.9996796,-1.0523204,4.931899,-2.160520434570312,0.6467203611373902,2.822700929260254
"O=C1C[C@@H](C=C(N1)c1cccc(c1)N(=O)=O)c1ccc(cc1)F	
",-8.3651,-1.316,7.0491,-6.279961,-2.4617321,3.8285525,-2.085138890838623,1.1457321491241454,3.220547515487671
"[O][N]C1(COC(OC1)(C)C)OC(=O)c1ccc(cc1)Cl	
",-8.6903,-0.743,7.9473,-6.510357,-1.6416585,4.8608394,-2.1799430969238287,0.8986585445404053,3.0864606330871585
"N#CC1=C(C)/C(=N/Nc2cccc(c2)OS(c2ccccc2)([O])[O])/C(=O)N(C1=O)C	
",-8.0823,-2.2255,5.8568,-6.1288857,-2.9181857,3.2348173,-1.9534142539978028,0.6926857109069826,2.6219827335357664
"CC(O/N=C(\c1ccccc1)/c1ccc(cc1)C)C	
",-7.7167,0.0502,7.766900000000001,-5.703474,-0.80465525,4.894339,-2.0132259552001956,0.8548552538871765,2.8725609153747564
"Clc1ccc(cc1)Nc1ncccc1N(=O)=O	
",-7.8016000000000005,-1.7268,6.074800000000001,-5.924276,-2.6022625,3.3242552,-1.8773241249084478,0.8754624969482423,2.750544771957398
"Cc1ccc(cc1)/C=C/1\C=Cc2c1cccc2	
",-7.4469,-1.0125,6.4344,-5.4227853,-1.4633352,3.9496813,-2.0241147178649905,0.4508351564407349,2.484718717956543
"Clc1ccccc1/C=N/N1C(=O)c2c(C1=O)cccc2	
",-8.2535,-1.279,6.974500000000001,-6.208802,-2.3540573,3.862081,-2.0446977767944343,1.0750573120117188,3.112418949127198
"O=C1N([N]N2[N]CCC2(C)C)C(=O)c2c1cccc2	
",-8.07,-0.7534000000000001,7.3166,-5.294715,-2.3303397,2.980594,-2.7752850723266604,1.5769396701812743,4.336006080245972
"COC(=O)C(/C(=C\c1ccc(cc1)N(=O)=O)/C=O)C(=O)OC	
",-9.3739,-1.9133,7.460600000000001,-7.133335,-2.6801267,4.4512296,-2.24056488647461,0.7668266670227051,3.0093704277038587
"COc1ccc(cc1)Nn1ccc2c1cccc2	
",-7.4902,0.7532,8.2434,-5.2197742,-0.24011466,4.9930305,-2.2704257537841794,0.9933146590709686,3.2503694519042963
"O=C1OCC[C@@]21[C@H]1C=C[C@@H]([C@H]2[C@H]2COC(O2)(C)C)C1	
",-9.1059,1.1507,10.2566,-6.5970774,-0.054614693,6.5289545,-2.5088226303100587,1.205314692926407,3.7276454940795904
"CCOc1cc(C)ccc1OS(c1ccc(cc1)C)([O])[O]	
",-7.9924,-0.0056,7.9868,-5.56178,-0.7911309,4.7812233,-2.4306200241088867,0.7855309003829956,3.205576702880859
"OC(=O)CC/C(=N/NC(=O)c1cccnc1)/C	
",-8.8195,-0.1051,8.7144,-6.6588483,-1.3164439,5.333722,-2.160651714324951,1.211343920135498,3.380677885437011
"CC([C@H]1CN(CCN1S(=O)(=O)c1ccc(cc1)C)Cc1ccccc1)C	
",-8.1044,0.1432,8.2476,-5.524699,-1.1487696,4.370866,-2.5797007888793946,1.2919696170806885,3.8767341781616214
"Cc1cccc(c1)NC(=O)c1ccccc1C	
",-7.9709,0.1076,8.0785,-5.775343,-0.7561927,5.010385,-2.1955570587158206,0.863792684173584,3.068114963531494
"O=C(c1ccccc1)/C=C/1\c2ccccc2C(=O)N1C	
",-8.3262,-1.5102,6.816,-6.1110115,-2.0021107,4.107007,-2.215188494873047,0.49191071968078615,2.7089929733276366
"CC(N/C(=N/C(C)C)/c1ccc(cc1)/C(=N\C(C)C)/NC(C)C)C	
",-7.9117,0.29410000000000003,8.2058,-5.760339,-0.50331366,5.2532735,-2.1513612167358396,0.7974136606216431,2.9525265129089355
"O=C1OC(=O)[C@]23[C@@]1([C@H]1CC[C@@H]3C1)[C@@H]1CC[C@H]2C1	
",-9.9412,0.8897,10.8309,-7.3397474,-0.6609559,6.686679,-2.6014525711059573,1.5506559059143066,4.1442211135864255
"CC(C[C@H]1NCC[C@]21C(=O)Nc1c2ccc(c1)O)C	
",-7.765,0.7853,8.5503,-5.562624,-0.42325923,5.1261296,-2.202376022338867,1.2085592284679412,3.424170372772217
"Clc1ccc(nc1)[N][N]c1ccccc1	
",-8.4399,-1.5783,6.861599999999999,-5.747966,-1.1998491,4.538974,-2.6919341873168943,-0.3784508712768555,2.322626191711425
"O=C(c1ccccc1)[C@@H]1COC(=O)[C@H]1CC(=C)C	
",-9.2881,-0.8111,8.477,-6.607766,-1.551659,5.049288,-2.6803338485717774,0.7405589879989624,3.4277122039794925
"OC(=O)CN(CN1CCCC1=O)CN1CCCC1=O	
",-8.4727,1.7398,10.2125,-6.3802214,-0.1345939,6.24388,-2.0924786331176755,1.8743939040184021,3.9686202049255375
"N#CC1=C(N)Oc2c([C@H]1c1ccncc1)c(C)[nH]n2	
",-8.2341,0.276,8.5101,-6.1242905,-0.8960607,5.2217674,-2.109809533691406,1.1720607051849365,3.28833257446289
"c1csc(c1)Cn1c(nc2c1cccc2)c1cccs1	
",-7.5437,-0.3017,7.242,-5.655769,-1.2765337,4.379133,-1.8879311286926272,0.9748337228775024,2.8628667755126953
"CC([C@H]1C(=O)OC(=O)[C@@H]1C(C)(C)C)(C)C	
",-10.0542,0.8361000000000001,10.8903,-7.7278576,-1.0603579,6.6559725,-2.32634241027832,1.896457928276062,4.234327519226074
"COc1cc(CCC(=O)Oc2c(F)c(F)c(c(c2F)F)F)ccc1OC	
",-7.7382,0.4622,8.2004,-5.425063,-0.944822,4.4829307,-2.313136866760254,1.4070220133781433,3.7174693397521974
"ClC1(Cl)[C@@H](ON=C1c1ccccc1)c1ccccc1	
",-8.498,-0.5323,7.965699999999999,-6.384247,-1.586124,4.787588,-2.1137531738281243,1.0538239433288574,3.178111880493163
"O[C@@H]1CC[C@H](c2c1[n+]([O-])c1ccccc1[n+]2[O-])O	
",-7.7788,-1.6794,6.0994,-6.047676,-2.6102264,3.4517157,-1.7311239135742191,0.9308263927459717,2.6476842922210695
"CCC(=O)N1[C@H](CSC1=S)Cc1ccccc1	
",-8.2407,-0.5971000000000001,7.6436,-5.2629385,-1.394535,3.8755288,-2.9777615005493168,0.797434945487976,3.768071187591553
"COc1ccc(cc1)c1c(C)c(Cl)c(c(c1O)C(=O)OC)C	
",-7.703,-0.4213,7.281700000000001,-5.6288004,-1.0368133,4.591015,-2.0741996078491214,0.6155132591247559,2.690685137939454
"Clc1ccc(nn1)N1CCN(CC1)c1ccccn1	
",-7.7118,-0.28650000000000003,7.4253,-5.5678043,-1.2951491,4.262454,-2.1439956634521486,1.0086490879058838,3.162845967102051
"O=C1N[C@@]2(C)[C@]3(N([C@@H]1C[C@]2(C)C(=O)O3)C)C	
",-8.5953,1.5478,10.1431,-6.200639,-0.07607272,6.127065,-2.394661228942871,1.6238727226734162,4.016034818267823
"Fc1nc(Sc2ccccc2)c2c(c1Cl)n1cccc(c1n2)C	
",-7.3557,-0.8275,6.5282,-5.7321653,-1.7610645,3.9705486,-1.623534663391113,0.9335645294189453,2.557651370239258
"n1ccc(cc1)c1ccsc1c1sccc1c1ccncc1	
",-8.084,-0.6712,7.4128,-5.9702377,-1.437273,4.5302014,-2.113762268066406,0.7660730255126953,2.8825985649108885
"N#CC(=C1[C@@H]2[C@H]3CC[C@@H]([C@@H]2C(=O)c2c1sc(=S)s2)C=C3)C#N	
",-8.4062,-2.7708,5.635400000000001,-6.3708334,-3.414043,2.9920506,-2.035366603088379,0.6432429496765137,2.643349352264405
"COc1ccc2c(c1)c(c[nH]2)C(=O)C(=O)NC(C)(C)C	
",-7.6626,-0.5208,7.1418,-5.481427,-1.2545354,4.233016,-2.181172807312012,0.733735436630249,2.908783985900879
"COc1ncc2n3c1cnc3CC(=O)c1c2cccc1	
",-7.5239,-0.9234,6.6005,-5.3424597,-1.8995125,3.4418182,-2.181440321350098,0.976112529373169,3.1586817626953128
