smiles,gw_homo,gw_lumo,gw_gap,pred_homo,pred_lumo,pred_gap,delta_homo,delta_lumo,delta_gap
"Fc1ccc(c(c1C(C(F)(F)F)(F)F)c1ccccc1)c1ccccc1	
",-8.4881,-0.2341,8.254,-6.367692,-1.07624,5.29025,-2.1204080062866204,0.8421399435043335,2.963750175476074
"CSc1nn2c(c1C#N)nc1c(c2)S([O])([O])OC1(C)C	
",-8.6442,-1.788,6.856199999999999,-6.238738,-2.4220014,3.8202257,-2.405461940002441,0.6340013618469238,3.0359742843627924
"O=C1C=CC(=O)c2c1c(Cl)c(C)cc2O	
",-8.4731,-2.2617,6.211400000000001,-6.3504186,-2.8999665,3.4556346,-2.12268143234253,0.6382664783477785,2.755765406036378
"C=C[C@H]1COC2(S1)c1ccccc1Oc1c2cccc1	
",-7.9219,0.26080000000000003,8.1827,-5.529033,-0.5946675,4.929978,-2.3928668159484863,0.8554674942970276,3.252722106170655
"Cc1coc2c1C(=O)C(=O)c1c2ccc2c1cccc2C	
",-7.8117,-1.9962,5.8155,-5.7828107,-2.7416904,3.0423572,-2.0288893119812013,0.7454903972625733,2.7731427936553956
"C[C@H]1C(=O)O[C@H]2[C@H]1CCC(=C1[C@@H]2C(=CC1=O)C)C	
",-8.6694,-0.438,8.231399999999999,-6.365456,-1.7204796,4.646375,-2.303943895721435,1.2824796075820923,3.5850248207092275
"Clc1cccc(c1)/C=C\1/C[C@H]2N(C1=O)c1c(C2)cccc1	
",-7.6914,-0.8711000000000001,6.8203,-5.7116604,-1.3906972,4.3258595,-1.9797396148681639,0.5195972408294677,2.4944404533386226
"CC1=C(C)SC(=C2c3ccccc3Sc3c2cccc3)S1	
",-6.5358,-0.18050000000000002,6.3553,-4.8054557,-1.1687813,3.6323643,-1.7303443153381348,0.9882812805175781,2.7229357269287107
"Cc1onc(c1)/N=C\1/N(Cc2c1cccc2)c1noc(c1)C	
",-7.9387,-0.4056,7.5331,-5.728385,-1.4689381,4.2639704,-2.2103150283813475,1.0633381122589112,3.269129624938965
"Cn1c(=O)n(c2c1C1=NCS[S@@]1S2)Cc1ccccc1	
",-7.4155,-1.4478,5.9677,-5.6535616,-1.8350804,3.8083289,-1.761938407897949,0.3872803852081299,2.1593711330413816
"CON(C(=O)[C@@]12O[C@H]2[C@H](OC1=O)C)C	
",-9.537700000000001,1.2057,10.743400000000001,-6.8617907,-0.9386855,5.925479,-2.675909342956544,2.144385476779938,4.817921064758302
"Cc1ccc(cc1)S(=O)(=O)N/N=C/[C@@]12CCCC[C@@H]1[C@@H]1O[C@@]2(C)CCC21SCCCS2	
",-7.9193,-0.1695,7.7498,-5.601819,-1.2333579,4.3624444,-2.3174809616088865,1.0638579063415528,3.387355599212646
"C1CCC(=C(C1)c1ccccc1)c1ccccc1	
",-7.7435,0.497,8.2405,-5.9400063,-0.12096441,5.8191266,-1.8034937438964844,0.6179644079208374,2.421373394012452
"CO[C@@]12OCCC[C@H]2[C@](CC1=O)(O)C1=CCCCO1	
",-8.4773,0.9583,9.435599999999999,-5.826415,-0.63874507,5.191622,-2.650884938049316,1.597045069503784,4.243978219604491
"Fc1c(F)c(F)c2c(c1F)[C@@](F)(C(C(F)(F)F)(F)F)C(C([C@@]2(F)c1c(F)c(F)c(c(c1F)F)F)(F)F)(F)F	
",-9.8798,-1.0479,8.8319,-7.4601207,-1.7376388,5.722,-2.4196793220520014,0.6897388311386108,3.1098998779296867
"S1SSSCC(=C(C1)c1ccccc1)c1ccccc1	
",-8.0507,-0.23600000000000002,7.814700000000001,-5.8627214,-1.6149507,4.2642922,-2.1879785568237313,1.3789506568908692,3.550407759857179
"Clc1ncccc1N(c1cccnc1N(=O)=O)C	
",-8.149,-0.6483,7.500699999999999,-6.1785254,-2.1428638,4.029749,-1.9704745521545401,1.4945637504577638,3.4709510833740227
"O=C/C(=C/Cc1ccccc1)/c1ccccc1	
",-8.7348,-0.2862,8.448599999999999,-6.395722,-1.5305483,4.8584437,-2.3390780876159667,1.244348334121704,3.5901562629699697
"CO[C@]1(c2ccccc2)[C@H]2CCC[C@@H]1[C@@]12CS1(=O)=O	
",-9.078,0.5461,9.624099999999999,-6.522934,-0.36632243,6.1613503,-2.555066040039062,0.9124224279880524,3.462749749755858
"N#C[C@@H]1[C@@H]2[C@H]3[C@@H]2[C@@H]([C@@H]1C3)S(=O)(=O)c1ccc(cc1)C	
",-9.4841,-0.181,9.3031,-7.091276,-1.1930153,5.8982325,-2.3928238311767576,1.0120153369903564,3.404867539978028
"O=C1N2CCC[C@@H]2[C@@H](N1c1ccccc1)c1ccccc1	
",-7.7342,0.6317,8.3659,-5.6401696,-0.27139282,5.3708677,-2.0940303794860844,0.903092822265625,2.995032270812988
"CCOC(=O)/C(=N/OS(c1ccc(cc1)N(=O)=O)([O])[O])/C#N	
",-10.5218,-1.9099,8.6119,-7.1186285,-2.947573,4.1743517,-3.403171498107911,1.037672946548462,4.437548307800293
"O=N(=O)c1cc(ccc1S(=O)(=O)c1ccc[nH]1)N(=O)=O	
",-8.9902,-2.0429,6.9473,-6.653698,-3.3246465,3.3449514,-2.336502032470703,1.2817464729309083,3.6023486087799075
"CN(c1nc(c(s1)C(=O)c1ccccc1)C)c1ccccc1	
",-7.3373,-0.5281,6.8092,-5.5515323,-1.5474033,4.0053453,-1.78576773147583,1.019303335571289,2.8038546554565427
"COC(=O)C[C@@H]1C(=O)NN=c2n1cnc1c2cccc1	
",-7.4925,-0.1298,7.362699999999999,-5.9147973,-1.6743855,4.2439737,-1.5777026939392087,1.5445855476379395,3.1187262680053704
"O=C1N(Cc2ccncc2)C(=O)c2c1cccc2	
",-9.3412,-1.1672,8.174000000000001,-6.797121,-2.3607955,4.421611,-2.544078952026368,1.193595497894287,3.752389167785646
"Clc1ccc2c(c1)CN1CCN2Cc2c1ccc(c2)Cl	
",-7.6785,0.4096,8.088099999999999,-5.6645765,-0.5910836,5.071188,-2.0139234695434567,1.0006835862159729,3.016912026977538
"Cc1cc(C)c2c(c1)c(c(o2)C)S(=O)(=O)c1ccccc1	
",-8.0841,-0.22080000000000002,7.8633,-6.238327,-1.2005885,5.0403395,-1.845772973632812,0.9797884647369385,2.8229605300903318
"CC[C@H](N1Cc2c(C1=O)cccc2)CO	
",-8.5244,0.3788,8.9032,-6.5120606,-1.1289693,5.3874936,-2.0123393577575683,1.5077693117141724,3.51570638961792
"CCOC(=O)c1cnn(c1N)c1ccc(cc1N(=O)=O)Cl	
",-8.2643,-1.0742,7.1901,-6.004717,-2.592792,3.4071088,-2.259583126831055,1.5185920341491699,3.7829912162780763
"COc1ccc(cc1)[C@@H]1OO[C@H](OO1)c1cccc(c1)C	
",-8.3311,0.07390000000000001,8.405,-5.8830585,-0.32244626,5.5540247,-2.4480414520263665,0.39634625687599184,2.8509753036499017
"c1ccc2c(cc1)c(cc2c1ccco1)c1ccco1	
",-6.4584,-1.1885,5.2699,-4.9021807,-1.5646799,3.3102007,-1.5562193283081056,0.3761798610687257,1.9596993087768553
"C[C@@H]([C@@H]([C@H](c1ccccc1)C)c1ccccc1)O	
",-8.5017,0.9059,9.4076,-6.2968616,-0.09179899,6.205501,-2.2048383514404293,0.9976989909648896,3.2020989204406742
"S=C(Nc1ccccc1C)Nc1cc(C)cc(n1)C	
",-7.4808,-0.212,7.268800000000001,-5.314901,-0.91171783,4.410074,-2.1658991249084476,0.6997178320884705,2.8587257659912115
"Oc1ccccc1C(=O)c1cnc2n(c1)nc(c2)c1ccccc1	
",-8.1377,-1.4314,6.706300000000001,-6.1662035,-1.9797237,4.191569,-1.9714965011596686,0.5483236919403076,2.5147311485290533
"COC(=O)N1CC(=O)C=C2[C@@H]1CCc1c2cccc1	
",-8.6191,-0.8703000000000001,7.748799999999999,-6.2318707,-1.6574944,4.5754952,-2.3872293487548824,0.7871944257736205,3.1733047569274895
"O=C(c1ccccn1)N/C=N\OCc1ccccc1	
",-8.3323,-0.6162000000000001,7.7161,-6.1538777,-1.6202528,4.542517,-2.1784222648620606,1.0040528476715087,3.1735828147888183
"COc1ccc(cc1)c1oc(cc1F)c1ccccc1	
",-6.9179,-0.3544,6.5635,-5.046674,-1.1112423,3.9352703,-1.871226225280762,0.7568422943115234,2.628229690551758
"Clc1cc(/C=N/c2c(C)cccc2C)c(c(c1)Cl)O	
",-8.0943,-1.072,7.0223,-6.048787,-1.83759,4.212549,-2.045512882995606,0.7655899791717529,2.809750790405274
"CO[C@H]1CS(=O)(=O)[C@H]2[C@@H]1CN(C2)Cc1ccccc1	
",-8.5991,1.0739,9.673,-6.0302224,-0.14323373,5.8986673,-2.5688775840759277,1.2171337313890458,3.774332664489746
"COC(=O)[C@H](c1cn(c2c1cc(F)cc2)C(=O)OC)C#N	
",-8.415,-0.2137,8.2013,-6.2347565,-1.1887517,5.0447674,-2.1802435302734366,0.9750516975402832,3.1565326202392576
"Clc1ccc(c(c1)C(=O)c1ccc(cc1)Oc1ccccc1)Cl	
",-8.4066,-0.661,7.7456,-6.27441,-1.6642778,4.6150928,-2.132190229034423,1.0032777919769287,3.130507245635986
"CC[C@]12CC[C@H]3[C@@H]2N(CC1)N(C3)C(=O)C	
",-8.2197,1.4909,9.7106,-5.3810673,0.5702257,5.9425263,-2.838632723999023,0.9206742843627929,3.7680736595153803
"CC(=O)Oc1ccc(cc1C(=O)O)N(=O)=O	
",-9.8093,-1.2912,8.5181,-7.4429955,-2.6842046,4.762924,-2.3663044517517093,1.3930045783996583,3.755175805664063
"O=C1CC(C(=O)N1c1cccc2c1nccc2)(C)C	
",-8.5354,-0.6289,7.906499999999999,-6.227277,-1.5549529,4.672334,-2.308123197937011,0.92605285987854,3.23416580581665
"CCN1c2ccc(cc2Oc2c(C1=O)ccc(c2)C)Cl	
",-8.0801,-0.0818,7.9982999999999995,-5.9684863,-0.9625554,5.0066223,-2.111613690948486,0.8807554084777832,2.9916776855468745
"Fc1ccc2c(c1)c(Cc1c[nH]c3c1cc(F)cc3)c[nH]2	
",-7.5637,0.6323000000000001,8.196,-5.384222,-0.39884248,4.987234,-2.1794779693603514,1.0311424837589265,3.208765884399414
"N#C[C@H]1C(=C)CN2[C@]1(C)c1ccccc1S2(=O)=O	
",-9.3668,-0.22740000000000002,9.1394,-6.876086,-1.4836496,5.3950944,-2.490713764953613,1.2562496114730834,3.7443056053161623
"NC(=O)C[C@@H]1N[C@H]([C@@H]2[C@H]1C(=O)N(C2=O)C)c1cccnc1	
",-8.7747,0.5535,9.328199999999999,-6.317398,-0.7773629,5.5454426,-2.457301928710937,1.330862883090973,3.782757418823241
"O=N(=O)[C@@]1(C)C=C(Cl)[C@]([C@@](C1=O)(C)N(=O)=O)(C)N(=O)=O	
",-9.9809,-1.3669,8.614,-7.7510333,-2.8936584,4.8621645,-2.229866693878174,1.5267583995819092,3.7518355026245125
"Fc1cc(/C=C/c2ccccc2)c(cc1/C=C/c1ccccc1)F	
",-7.1567,-1.3648,5.7919,-5.7567396,-1.4025838,4.3482637,-1.3999603836059569,0.03778383750915526,1.4436362594604493
"Clc1ccc2c(c1)C[C@H]1ON2[C@@H](C1)CCc1ccccc1	
",-8.1947,0.5315,8.726199999999999,-5.434947,-0.32235655,5.1202016,-2.7597529861450187,0.8538565518856048,3.6059984123229967
"O=C1O[C@H]2[C@H](C1)[C@@H](O)[C@@]1([C@@H]([C@H](C2)C)CCC1=O)C	
",-9.4381,0.3894,9.8275,-6.637656,-0.7398383,5.8997054,-2.800443788146973,1.1292383021354675,3.9277945899963385
"Oc1ccc(cc1)/C=N/n1c(=S)[nH]nc1c1ccccc1O	
",-7.5279,-0.8456,6.6823,-5.4804835,-1.7432413,3.7368207,-2.0474164680480955,0.8976413101196289,2.945479302215576
"CC1=C2O[C@@]3(C)CCC(=C3O[C@]2(CC1)C)C	
",-7.8595,1.8823,9.7418,-5.015984,0.6231981,5.6362257,-2.8435159416198728,1.259101908016205,4.105574299621582
"O=C(C(Cl)(Cl)Cl)Nc1ccc(cc1)N(=O)=O	
",-9.1951,-1.32,7.8751,-7.0405536,-2.5600615,4.475832,-2.154546430206299,1.2400614547729492,3.399268014526367
"Cc1cc(O)c2c(c1)cc(c(c2[O])[C](O)C)C	
",-7.2974,-1.0663,6.2311,-5.116378,-0.6283437,4.4904356,-2.1810221694946286,-0.43795629863739016,1.740664399719238
"Clc1ccc(cc1)S(=O)(=O)C(=C)c1cc(F)ccc1F	
",-9.1591,-0.6621,8.497,-6.8250833,-1.761405,5.0645423,-2.334016744232178,1.0993049911499022,3.432457706451416
"NSC(c1ccccc1)(c1ccccc1)c1ccccc1	
",-8.0361,0.5094000000000001,8.545499999999999,-5.6015954,-0.49845913,5.092222,-2.4345045982360833,1.007859130525589,3.4532777862548816
"CSC1=NC(/C(=C/c2ccccc2)/S1)(C)C	
",-7.4347,0.0016,7.4363,-5.820403,-0.7234586,5.102167,-1.6142969009399417,0.7250585881233216,2.3341328704833986
"O=S1(=O)c2ccccc2S(=O)(=O)C1(C)c1ccccc1	
",-8.963,-0.6890000000000001,8.274,-6.913777,-1.8706422,5.038312,-2.049223125457763,1.1816421852111816,3.235688041687011
"COc1ccc(cc1)N/N=C(/C(=O)c1ccccc1)\C(=O)C	
",-7.4806,-1.1921,6.2885,-5.493371,-1.821955,3.671795,-1.9872289901733398,0.6298549655914307,2.616705108642578
"c1ccc2c(c1)C(=C1c3c1cc1c(c3)cccc1)c1c2cccc1	
",-7.0028,-1.6972,5.3056,-5.2608314,-2.4360108,2.8225992,-1.7419686439514157,0.7388108375549316,2.483000827407837
"CO[C@H]1O[C@]2([C@H]([C@@H]1O)O)C(=O)OC[C@@]2(O)CC	
",-9.45,1.2819,10.7319,-6.806833,-0.20389244,6.60505,-2.6431672096252434,1.4857924396038056,4.126849913024902
"c1ccc(c(c1)CSc1cccc2c1nccc2)CSc1cccc2c1nccc2	
",-7.2065,-0.6558,6.5507,-5.525984,-1.5812185,3.9446757,-1.6805161895751954,0.9254184810638427,2.6060243160247802
"NC[C@@H]1CN(C(=O)O1)[C@@H](c1ccccc1)C	
",-8.9906,0.7457,9.7363,-6.2974916,-0.20085667,6.103244,-2.693108449554444,0.9465566707372666,3.6330561721801757
"Clc1ccc(c(c1)/C=N/Nc1scc(n1)c1ccccc1)O	
",-7.3019,-0.9039,6.398,-5.386869,-1.6052552,3.7802138,-1.9150310462951659,0.7013552461624145,2.617786167144775
"CC(c1cc(O)c(cc1O)C(C)(C)C)(C)C	
",-7.4518,1.0384,8.4902,-5.1747165,0.16421144,5.341762,-2.277083527374268,0.8741885628938675,3.1484379341125486
"C[C@]12C[C@@]3(C)C([C@]3(C[C@@]2(C1(Cl)Cl)C)C)(Cl)Cl	
",-9.4334,1.2136,10.647,-7.02468,0.15332025,7.1890125,-2.4087198623657233,1.0602797471046448,3.45798747253418
"Cl[C@@H]1C[C@@H](O[C@@H](C1)c1ccccc1)c1ccccc1	
",-8.841,0.836,9.677,-6.507788,-0.24070577,6.2701235,-2.3332118186950677,1.0767057732343672,3.4068765182495113
"COC(=O)c1cc(Cl)ccc1N(=O)=O	
",-9.7367,-1.3561,8.380600000000001,-7.315972,-2.675985,4.6394486,-2.420728148651124,1.3198850978851318,3.7411513572692883
"N#Cc1c(c2ccccc2)c(O)c(c(c1N)C#N)c1ccccc1	
",-7.7254000000000005,-1.1713,6.5541,-5.78915,-1.9600813,3.8296046,-1.9362497619628911,0.7887813388824463,2.7244953742980957
"O=CC1=C(N)[C@](C(C1)(C#N)C#N)(C#N)[C@H]1CCCC1=O	
",-8.8494,-0.7452000000000001,8.104199999999999,-6.5609255,-1.8817283,4.6887064,-2.288474516296386,1.1365282915115356,3.415493601989745
"O=C1/C(=C/c2ccncc2)/CCC/C/1=C\c1ccncc1	
",-8.8061,-1.6901000000000002,7.1160000000000005,-6.767504,-2.1330588,4.633537,-2.038595784759522,0.44295878639221176,2.48246318435669
"CO[C@](C(F)(F)F)(C[C@@](C(F)(F)F)(OC)O)O	
",-10.9019,1.7162000000000002,12.6181,-7.48012,1.2245107,8.720788,-3.421779817962646,0.4916893302917482,3.89731199798584
"Clc1ccc(cc1)C(=O)Nc1ccccc1	
",-8.1602,-0.4056,7.7546,-5.9695077,-1.1024079,4.865219,-2.190692305755615,0.6968079322814942,2.8893808837890624
"O=C1C[C@@H](C=C(N1)c1cccc(c1)N(=O)=O)c1ccc(cc1)F	
",-8.3651,-1.316,7.0491,-6.33899,-2.5342987,3.8087149,-2.0261097885131836,1.2182986583709716,3.2403851333618165
"[O][N]C1(COC(OC1)(C)C)OC(=O)c1ccc(cc1)Cl	
",-8.6903,-0.743,7.9473,-6.5783296,-1.622469,4.957189,-2.1119704368591314,0.8794689483642578,2.990110916900635
"N#CC1=C(C)/C(=N/Nc2cccc(c2)OS(c2ccccc2)([O])[O])/C(=O)N(C1=O)C	
",-8.0823,-2.2255,5.8568,-5.9529567,-2.8106658,3.144003,-2.1293433235168457,0.5851658458709719,2.712797085571289
"CC(O/N=C(\c1ccccc1)/c1ccc(cc1)C)C	
",-7.7167,0.0502,7.766900000000001,-5.720322,-0.75473523,4.9619093,-1.9963778678894046,0.8049352313995362,2.8049907058715826
"Clc1ccc(cc1)Nc1ncccc1N(=O)=O	
",-7.8016000000000005,-1.7268,6.074800000000001,-5.9366994,-2.5931053,3.3416796,-1.8649006095886236,0.8663053161621095,2.7331204269409186
"Cc1ccc(cc1)/C=C/1\C=Cc2c1cccc2	
",-7.4469,-1.0125,6.4344,-5.446966,-1.4729812,3.9671178,-1.9999338287353519,0.4604812145233155,2.4672822135925294
"Clc1ccccc1/C=N/N1C(=O)c2c(C1=O)cccc2	
",-8.2535,-1.279,6.974500000000001,-6.241195,-2.3175054,3.9227285,-2.0123047981262214,1.0385053596496583,3.051771461486817
"O=C1N([N]N2[N]CCC2(C)C)C(=O)c2c1cccc2	
",-8.07,-0.7534000000000001,7.3166,-5.788833,-2.1981168,3.5934668,-2.281166858673096,1.4447167793273925,3.723133241271973
"COC(=O)C(/C(=C\c1ccc(cc1)N(=O)=O)/C=O)C(=O)OC	
",-9.3739,-1.9133,7.460600000000001,-7.2096195,-2.580821,4.623039,-2.1642804779052742,0.6675210372924805,2.8375612312316907
"COc1ccc(cc1)Nn1ccc2c1cccc2	
",-7.4902,0.7532,8.2434,-5.1475716,-0.20250924,4.9566984,-2.3426284362792966,0.9557092393159866,3.286701582336425
"O=C1OCC[C@@]21[C@H]1C=C[C@@H]([C@H]2[C@H]2COC(O2)(C)C)C1	
",-9.1059,1.1507,10.2566,-6.492061,-0.20457329,6.288208,-2.613838861846924,1.3552732885599137,3.9683919921875006
"CCOc1cc(C)ccc1OS(c1ccc(cc1)C)([O])[O]	
",-7.9924,-0.0056,7.9868,-5.563752,-0.72210526,4.8536053,-2.4286478256225585,0.7165052646636962,3.1331947296142575
"OC(=O)CC/C(=N/NC(=O)c1cccnc1)/C	
",-8.8195,-0.1051,8.7144,-6.558405,-1.2564025,5.3063316,-2.261095077514648,1.1513024925231934,3.408068365478515
"CC([C@H]1CN(CCN1S(=O)(=O)c1ccc(cc1)C)Cc1ccccc1)C	
",-8.1044,0.1432,8.2476,-5.6244507,-1.0973672,4.5269427,-2.47994931640625,1.2405671674728393,3.720657270050049
"Cc1cccc(c1)NC(=O)c1ccccc1C	
",-7.9709,0.1076,8.0785,-5.8162913,-0.6971933,5.120449,-2.1546086677551273,0.8047933245658875,2.9580509338378906
"O=C(c1ccccc1)/C=C/1\c2ccccc2C(=O)N1C	
",-8.3262,-1.5102,6.816,-6.12961,-2.0250907,4.111521,-2.1965899383544922,0.5148906944274902,2.7044792327880858
"CC(N/C(=N/C(C)C)/c1ccc(cc1)/C(=N\C(C)C)/NC(C)C)C	
",-7.9117,0.29410000000000003,8.2058,-5.7936707,-0.45720014,5.3432245,-2.1180293457031247,0.7513001397609711,2.86257547454834
"O=C1OC(=O)[C@]23[C@@]1([C@H]1CC[C@@H]3C1)[C@@H]1CC[C@H]2C1	
",-9.9412,0.8897,10.8309,-7.3998923,-0.6785699,6.7129493,-2.5413076698303225,1.5682699129104614,4.117950724029541
"CC(C[C@H]1NCC[C@]21C(=O)Nc1c2ccc(c1)O)C	
",-7.765,0.7853,8.5503,-5.539367,-0.4254563,5.1179113,-2.225632801055908,1.2107562854766845,3.4323886611938477
"Clc1ccc(nc1)[N][N]c1ccccc1	
",-8.4399,-1.5783,6.861599999999999,-5.5845213,-1.0739014,4.5003557,-2.855378706359863,-0.5043985851287842,2.3612442794799797
"O=C(c1ccccc1)[C@@H]1COC(=O)[C@H]1CC(=C)C	
",-9.2881,-0.8111,8.477,-6.6456394,-1.5484748,5.092596,-2.642460580444336,0.7373747886657714,3.384403945922852
"OC(=O)CN(CN1CCCC1=O)CN1CCCC1=O	
",-8.4727,1.7398,10.2125,-6.3323374,0.1260189,6.4578238,-2.1403626205444333,1.6137811033010483,3.7546762466430668
"N#CC1=C(N)Oc2c([C@H]1c1ccncc1)c(C)[nH]n2	
",-8.2341,0.276,8.5101,-6.1130495,-0.895388,5.226468,-2.1210504928588865,1.1713880071640015,3.2836319137573238
"c1csc(c1)Cn1c(nc2c1cccc2)c1cccs1	
",-7.5437,-0.3017,7.242,-5.5991373,-1.2645321,4.33474,-1.9445626937866214,0.9628320892333984,2.907259838104248
"CC([C@H]1C(=O)OC(=O)[C@@H]1C(C)(C)C)(C)C	
",-10.0542,0.8361000000000001,10.8903,-7.4903812,-0.717667,6.771607,-2.5638187591552732,1.5537669836044312,4.118693077850342
"COc1cc(CCC(=O)Oc2c(F)c(F)c(c(c2F)F)F)ccc1OC	
",-7.7382,0.4622,8.2004,-5.411777,-0.8211832,4.596155,-2.3264229804992675,1.2833832046508789,3.6042448333740236
"ClC1(Cl)[C@@H](ON=C1c1ccccc1)c1ccccc1	
",-8.498,-0.5323,7.965699999999999,-6.403562,-1.4568632,4.9477863,-2.0944379310607903,0.9245631649017334,3.0179136688232413
"O[C@@H]1CC[C@H](c2c1[n+]([O-])c1ccccc1[n+]2[O-])O	
",-7.7788,-1.6794,6.0994,-6.261507,-2.6216662,3.6390803,-1.5172929656982426,0.9422661930084228,2.460319713973999
"CCC(=O)N1[C@H](CSC1=S)Cc1ccccc1	
",-8.2407,-0.5971000000000001,7.6436,-5.77289,-1.4835153,4.2838717,-2.4678099090576175,0.8864152626037597,3.3597283493041994
"COc1ccc(cc1)c1c(C)c(Cl)c(c(c1O)C(=O)OC)C	
",-7.703,-0.4213,7.281700000000001,-5.7223063,-1.0857271,4.6354475,-1.9806937484741214,0.6644270956039429,2.6462524978637703
"Clc1ccc(nn1)N1CCN(CC1)c1ccccn1	
",-7.7118,-0.28650000000000003,7.4253,-5.485182,-1.2934388,4.190337,-2.2266181915283205,1.0069387922286988,3.2349628189086914
"O=C1N[C@@]2(C)[C@]3(N([C@@H]1C[C@]2(C)C(=O)O3)C)C	
",-8.5953,1.5478,10.1431,-6.185208,-0.059795164,6.1310277,-2.4100921562194824,1.6075951635718346,4.012072301483155
"Fc1nc(Sc2ccccc2)c2c(c1Cl)n1cccc(c1n2)C	
",-7.3557,-0.8275,6.5282,-5.6945415,-1.8595624,3.8288465,-1.6611585456848141,1.0320623970031737,2.6993535453796387
"n1ccc(cc1)c1ccsc1c1sccc1c1ccncc1	
",-8.084,-0.6712,7.4128,-6.047036,-1.3932112,4.654808,-2.036963829040527,0.7220112455368042,2.757991955566406
"N#CC(=C1[C@@H]2[C@H]3CC[C@@H]([C@@H]2C(=O)c2c1sc(=S)s2)C=C3)C#N	
",-8.4062,-2.7708,5.635400000000001,-6.294305,-3.4910972,2.818405,-2.111895152282715,0.7202972118377686,2.8169950870513922
"COc1ccc2c(c1)c(c[nH]2)C(=O)C(=O)NC(C)(C)C	
",-7.6626,-0.5208,7.1418,-5.6255536,-1.1902909,4.4346848,-2.0370463920593265,0.6694909278869628,2.707115246582031
