cid,mw,formula,smiles,homo,lumo,gap,homo_pred_single,homo_pred_ens8,homo_conf_std,lumo_pred_single,lumo_pred_ens8,lumo_conf_std,gap_pred_single,gap_pred_ens8,gap_conf_std
61070595,296.36206,C15H24N2O4,CC(C1CC1)NC(=O)NC(=O)CC2(CCCC2)CC(=O)O,-6.359300686185,-0.4870837923949995,5.87221689379,-6.492917,-6.550831,0.14160982,-0.5723473,-0.5050564,0.18258373,5.920197,6.0434613,0.20328833
61070047,312.78854,C16H21ClO4,COC1=C(C=C(C=C1)C(CC2(CCCC2)CC(=O)O)O)Cl,-5.983783572495001,-0.3809593907000002,5.602824181795,-6.2550917,-6.140448,0.07671573,-0.46730137,-0.49444723,0.09040344,5.789574,5.6479087,0.12273511
61070924,273.37332,C16H23N3O,CCCCOC1=CC=C(C=C1)CNCCN2C=CC=N2,-5.62187215133,-0.0680284626249996,5.553843688705,-5.5521083,-5.6091685,0.07808384,-0.112957835,-0.171697,0.05031677,5.4361067,5.436206,0.07603582
61070376,281.39048,C16H27NO3,CCC1CCCN(C1)C(=O)CC2(CCCC2)CC(=O)O,-6.653183644725,-0.165989448805,6.48719419592,-6.3242235,-6.4439034,0.08303691,-0.1321969,-0.14324518,0.059811667,6.188908,6.294393,0.104583494
61070843,250.3085632,C15H19FO2,C1CCCC(CC1)OCC(=O)C2=CC=C(C=C2)F,-6.4463771183450005,-1.5320009783149997,4.914376140030001,-6.268622,-6.2409906,0.07220624,-1.8840497,-1.662093,0.12700094,4.3872094,4.5793805,0.14020756
61069981,210.27282,C11H18N2O2,CN(CCOCCO)CC1=CC=NC=C1,-6.266781977015,-0.6530732411999995,5.613708735815001,-6.0160804,-6.039013,0.079411596,-0.73709804,-0.56500536,0.08698416,5.279837,5.4721847,0.08571876
61070674,280.1477,C11H15Cl2NO3,C1=C(C=C(C(=C1Cl)OCCOCCO)CN)Cl,-6.307599054590001,-0.7265439808350003,5.581055073755,-6.2972355,-6.1908836,0.09239475,-0.8505408,-0.7499056,0.08132118,5.4481153,5.443016,0.05395525
61070763,288.38136,C18H24O3,CC1=CC(=C(C(=C1)C)C(=O)CC2(CCCC2)CC(=O)O)C,-6.55250152004,-1.2789350973499998,5.27356642269,-6.3822756,-6.4934154,0.06081229,-1.1896002,-1.1247567,0.06606946,5.1907434,5.365395,0.09234328
61070590,306.38002,C15H18N2O3S,C1CCC(C1)(CC2=NN=C(O2)CC3=CSC=C3)CC(=O)O,-6.680395029775,-1.0585228784450005,5.62187215133,-6.242643,-6.366739,0.13883696,-0.82731324,-0.9687921,0.09826944,5.4151335,5.3976245,0.09129787
7683482,406.4031464,C19H16F2N2O4S,C[C@H](C(=O)C1=CC(=C(C=C1)F)F)SC2=NN=C(O2)C3=CC(=CC(=C3)OC)OC,-5.869495755285,-1.5537700863549997,4.315725668930001,-5.9536915,-5.9057393,0.03741973,-1.8291408,-1.8279852,0.05287065,4.1221166,4.076422,0.06915725
7683656,375.43874,C19H21NO5S,CCCC1=C(SC(=C1)C(=O)OCC(=O)NCC2=CC3=C(C=C2)OCO3)C,-5.3878542399,-1.64900993403,3.73884430587,-5.277752,-5.4153357,0.089749694,-1.4862629,-1.5624336,0.07589665,3.7909966,3.853016,0.10878537
7683731,415.5026,C22H25NO5S,C[C@H]1CN(C[C@@H](O1)C)C(=O)COC(=O)C2=CC3=C(S2)C4=C(CC3)C=C(C=C4)OC,-5.499420918605,-1.7578554742300003,3.741565444375,-5.391937,-5.493296,0.06151991,-1.568631,-1.5751278,0.07299155,3.822487,3.9178984,0.048325166
7683955,417.88266,C22H24ClNO5,CCOC1=C(C=C(C=C1Cl)/C=C/C(=O)O[C@H](C)C(=O)N(C)C2=CC=CC=C2)OC,-5.90487055585,-1.8449319063900005,4.059938649459999,-5.60335,-5.786007,0.08550755,-1.6395657,-1.6748353,0.1303249,3.9637783,4.112365,0.13026763
7683759,398.47538,C21H22N2O4S,CC1=CC=C(C=C1)COC(=O)C2CCN(CC2)C3=NS(=O)(=O)C4=CC=CC=C43,-6.59603973612,-1.8721432914400005,4.723896444679999,-5.7758293,-5.817974,0.07310952,-1.9398276,-1.9972739,0.1338374,3.8349903,3.8193812,0.1277608
7683537,391.4845,C19H25N3O4S,C[C@H]1C[C@@H](CN(C1)C(=O)CSC2=NN=C(O2)C3=CC(=CC(=C3)OC)OC)C,-5.67085264442,-1.2217911887449997,4.449061455675,-5.9009385,-5.7971706,0.062132623,-1.5453324,-1.4136968,0.0629096,4.3552504,4.382391,0.057208672
7683498,411.47414,C21H21N3O4S,C[C@H](C(=O)N1CCC2=CC=CC=C21)SC3=NN=C(O3)C4=CC(=CC(=C4)OC)OC,-5.61098759731,-1.4177131611050005,4.193274436205,-5.607904,-5.5962834,0.13111229,-1.1697444,-1.2820529,0.115045115,4.438016,4.313715,0.14275706
7683538,391.4845,C19H25N3O4S,C[C@@H]1C[C@H](CN(C1)C(=O)CSC2=NN=C(O2)C3=CC(=CC(=C3)OC)OC)C,-6.010994957545001,-1.6462887955249998,4.364706162020001,-5.8694544,-5.795277,0.07920852,-1.4099637,-1.4179616,0.073921226,4.460231,4.3763185,0.09552248
7683519,416.49396,C20H24N4O4S,C[C@@H](C(=O)NC1(CCCCC1)C#N)SC2=NN=C(O2)C3=CC(=CC(=C3)OC)OC,-5.94296649492,-1.5238375627999998,4.4191289321200005,-6.0457473,-6.0427213,0.050603826,-1.5055426,-1.5148296,0.08629516,4.540937,4.528279,0.07111293
7683434,412.50196,C22H24N2O4S,CC1=C(C(=C(C(=C1)C(=O)CSC2=NN=C(O2)C3=CC(=CC(=C3)OC)OC)C)C)C,-5.885822586315,-1.5129530087799994,4.372869577535001,-5.773694,-5.6748447,0.11867497,-1.5140444,-1.4890623,0.109987445,4.258741,4.1858644,0.18327107
107262915,203.27864,C10H21NO3,CCCCOCC(CNC1COC1)O,-6.3674641017,1.81227824433,8.17974234603,-6.076171,-5.9251084,0.15376884,1.1419604,0.91033494,0.17881732,7.217984,6.8291607,0.308134
107262663,275.7468632,C13H19ClFNO2,CCCCOCC(CNC1=CC(=C(C=C1)Cl)F)O,-5.287172115215,-0.0925187091700001,5.194653406045,-5.51728,-5.5252876,0.085731894,-0.42890626,-0.2286972,0.09615192,5.0862746,5.2952113,0.12819271
107262774,232.36292,C12H28N2O2,CCCCOCC(CNCCN(C)CC)O,-5.8232364007,2.08439209483,7.90762849553,-5.702505,-5.681307,0.10414694,0.9123335,0.7822366,0.1546809,6.6136103,6.4588637,0.20112267
107263091,237.35952,C10H23NO3S,CCCCOCC(CNCCS(=O)C)O,-5.866774616780001,1.2680505433300002,7.134825160110001,-5.832512,-6.027219,0.1074885,0.5035161,0.55409265,0.15257278,6.3333626,6.5754704,0.21368454
107262743,262.34738,C15H22N2O2,CCCCOCC(CNC1=C(C=CC(=C1)C#N)C)O,-5.880380309305,-0.9415139227299996,4.938866386575,-5.906468,-5.8574743,0.11396001,-1.0823832,-0.95567083,0.09541322,4.8239884,4.9022317,0.14175919
107263012,247.37426,C13H29NO3,CCCCOCC(CNCCCOCCC)O,-6.1797055448550005,2.032690463235,8.21239600809,-6.033037,-5.959088,0.072496906,0.91957664,1.0422095,0.13729681,6.952473,6.9938993,0.17080514
107262339,267.3639,C15H25NO3,CCCCOCC(COC1=CC=CC=C1[C@H](C)N)O,-5.559285965715,0.1714317258150002,5.730717691530001,-6.092285,-5.933384,0.08786926,0.020548344,0.10150677,0.074219815,6.111885,6.033782,0.099877045
107262888,217.30522,C11H23NO3,CCCCOCC(CNC1CC(C1)O)O,-6.19875351439,1.7415286431999997,7.94028215759,-6.1170588,-5.9835386,0.10734507,1.1410487,0.8037841,0.17668757,7.250528,6.779305,0.24967933
107262594,233.30462,C11H23NO4,CCCCOCC(CNCC(=O)OCC)O,-6.310320193095,0.1142878172100001,6.4246080103050005,-6.0770736,-6.129079,0.13645913,0.62428164,0.4130847,0.10436333,6.6994333,6.537736,0.15408504
107262610,233.30462,C11H23NO4,CCCCOCC(CNCCC(=O)OC)O,-6.285829946550001,0.2122488033899996,6.49807874994,-6.030298,-5.979634,0.099475466,0.25357533,0.30477825,0.08611684,6.2809796,6.280999,0.15380791
111150424,287.3999,C17H25N3O,CCCCNC(=NC)NCCC1=CC=C(C=C1)OCC#C,-5.684458336945,-0.1578260332900001,5.526632303655,-5.7175817,-5.5832634,0.11328844,0.10500085,-0.0031095147,0.09284839,5.8217297,5.578821,0.19043005
111149682,282.46796,C16H34N4,CCCCNC(=NCC(C)N1CCC(CC1)C)NCC,-5.091250142854999,0.9850521388100004,6.076302281665,-5.2725577,-5.2684846,0.13967317,0.49286687,0.34295428,0.10479413,5.766588,5.6090126,0.14413282
111149934,291.43166,C17H29N3O,CCCCNC(=NC)NCC1=CC(=CC=C1)COC(C)C,-5.673573782925,0.1496626177750002,5.8232364007,-5.5882535,-5.6096573,0.07166587,0.25238883,0.025662407,0.11864925,5.837579,5.633465,0.15233132
111149986,280.36596,C14H24N4O2,CCCCNC(=NCC(=O)NCC1=CC=CO1)NCC,-5.695342890965001,0.2829984045199998,5.978341295485,-5.709993,-5.6107826,0.111410655,-0.11614859,-0.07699028,0.096184544,5.5924497,5.5323143,0.10000639
111150088,334.48284,C16H26N6S,CCCCNC(=NCC1=NN=C(N1C)C)NC(C)C2=CC=CS2,-5.880380309305,-0.2938829585400002,5.586497350765,-5.483383,-5.564291,0.098755606,-0.3283943,-0.3824976,0.057347305,5.15338,5.181995,0.09144906
111149952,282.3489096,C12H25F3N4,CCCCNC(=NC)NCCCN(C)CC(F)(F)F,-5.804188431165,1.06668629396,6.870874725125,-5.738115,-5.6937404,0.11299696,0.14063299,0.07728915,0.10325567,5.8727927,5.7675905,0.12456892
111149866,295.42036,C16H29N3O2,CCCCNC(=NCCCOCC)NCCC1=CC=CO1,-5.30077780774,0.3129309280749996,5.613708735815,-5.3376675,-5.488887,0.07867854,0.23976171,0.14622179,0.08913397,5.577881,5.633779,0.09329377
111149942,343.4119864,C17H27F2N3O2,CCCCNC(=NCC1=CC(=C(C=C1)OC(F)F)OCC)NCC,-5.640920120865,0.122451232725,5.76337135359,-5.4700766,-5.4968405,0.085536346,-0.17939591,-0.18259715,0.059640095,5.287332,5.3103538,0.042332925
111150062,277.40508,C16H27N3O,CCCCNC(=NC)NCC1=CC(=CC=C1)OCCC,-5.65452581339,0.078913016645,5.733438830035,-5.603892,-5.553051,0.056174565,0.09215021,0.13357225,0.079092614,5.6917233,5.6852174,0.05669472
111150030,290.40384,C16H26N4O,CCCCNC(=NC)NCC1=CN=C(C=C1)OCC2CC2,-5.842284370235,-0.5088529004350004,5.3334314698,-5.7273307,-5.754268,0.06389998,-0.30679953,-0.39897826,0.08454211,5.420657,5.3553557,0.08609715
56146740,484.65242,C21H28N2O5S3,CCOC1=C(C=C(C=C1)C(C)NC(=O)C2=C(C=CS2)S(=O)(=O)N3CCSCC3)OCC,-5.41506562495,-1.6109139949600002,3.80415162999,-5.59208,-5.4956894,0.12574418,-1.6806405,-1.6860029,0.19554721,3.911888,3.8100173,0.14139487
56146900,486.5622,C28H30N4O4,C1CCN(C1)C2=C(C=CC=N2)C(=O)OCC3=CC=C(C=C3)COC(=O)C4=C(N=CC=C4)N5CCCC5,-5.330710331295,-1.0340326318999995,4.296677699395,-5.471938,-5.4242926,0.068356566,-1.1949319,-1.2086133,0.09527614,4.274472,4.213585,0.11952764
56146958,467.9333096,C19H25ClF3N3O3S,CN(CCNC(=O)C1CCN(CC1)S(=O)(=O)C2=CC(=C(C=C2)Cl)C(F)(F)F)C3CC3,-6.092629112695,-1.81227824433,4.280350868365,-6.169972,-6.045891,0.114434466,-1.625084,-1.7402244,0.0953222,4.5471716,4.307479,0.18440498
56146600,404.52954,C17H16N4O2S3,CC(=O)NCC1=CC=C(S1)C(=O)NC2=NN=C(S2)SCC3=CC=CC=C3,-5.21370137558,-1.74697092021,3.46673045537,-5.686573,-5.7440124,0.03857441,-1.9411389,-1.915168,0.12195551,3.7453947,3.8280268,0.12130697
56146677,466.4981664,C22H24F2N2O5S,CC(=O)C1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)CCCOC3=C(C=C(C=C3)F)F,-5.891264863325,-1.6680579035649998,4.223206959760001,-6.08359,-5.9550624,0.099452674,-1.6479914,-1.8257064,0.108349904,4.4367747,4.1299543,0.15036187
56146539,498.63748,C24H22N2O4S3,C1CN(CCN1C(=O)C2=C(C3=CC=CC=C3O2)CSC4=CC=CS4)S(=O)(=O)C5=CC=CC=C5,-5.314383500265,-1.62724082599,3.687142674275,-5.610047,-5.747998,0.08028666,-1.6901681,-1.6717055,0.06314566,3.9186718,4.0761385,0.08524617
56147004,494.02498,C28H32ClN3O3,COC1=CC=C(C=C1)COCC2=CC(=CC=C2)NC(=O)NC3CCN(CC3)CC4=CC=C(C=C4)Cl,-5.5946607662800005,-0.4272187452849998,5.167442020995001,-5.662853,-5.5596266,0.06295754,-0.28763366,-0.31844705,0.059207566,5.37236,5.2403784,0.10251038
56146784,370.82946,C20H19ClN2O3,CC1=CC(=CC(=C1)/C=C(/C2=NC(=O)C3=CC(=C(C=C3N2)OC)OC)\Cl)C,-5.624593289835,-1.6762213190800002,3.948371970755,-5.45682,-5.4421306,0.018812677,-1.503757,-1.4962002,0.0161047,3.9520335,3.9445586,0.011761938
56146820,371.4964,C20H25N3O2S,CCN(CC(=O)N1CCC(CC1)NC(=O)C2=CSC=C2)C3=CC=CC=C3,-5.3878542399,-0.786409027945,4.601445211955,-5.4278255,-5.458433,0.13122986,-0.47100616,-0.58937263,0.1587631,4.9560094,4.8685637,0.1931307
56146401,413.55622,C21H23N3O2S2,CC(=O)NCC1=CC=C(S1)C(=O)NC2=NC(=CS2)C3=CC=C(C=C3)C(C)(C)C,-5.56200710422,-1.564654640375,3.997352463845,-5.5203767,-5.5408006,0.05473625,-1.6905524,-1.7404633,0.07804269,3.8297539,3.7998948,0.10077894
55541622,402.87132,C21H23ClN2O4,CC(C(=O)NC1=CC(=CC=C1)Cl)OC(=O)C2=CC(=CC=C2)NC(=O)C(C)(C)C,-6.043648619605,-1.43676113064,4.606887488965,-6.027278,-6.066393,0.045633733,-1.4758201,-1.4826596,0.06815836,4.5525684,4.5848584,0.07576486
55541512,382.84192,C17H23ClN4O4,CC1=NN(C(=C1/C=C/C(=O)OC(C)C(=O)N2CCN(CC2)C(=O)C)Cl)C,-5.94840877193,-1.8231627983500005,4.125245973579999,-6.048112,-6.09602,0.05617313,-1.8606021,-1.8755336,0.06949442,4.1870017,4.2199163,0.09138958
55541592,424.51596,C22H24N4O3S,CC(C)C(=O)NC1=CC=C(C=C1)C(=O)C(C)SC2=NN=C(N2CC=C)C3=CC=CO3,-5.281729838205,-1.483020485225,3.79870935298,-5.2934394,-5.3430157,0.095140606,-1.4771339,-1.525374,0.10017473,3.815919,3.816132,0.14657116
55541462,458.59684,C22H26N4O3S2,CC1=C(C(=NC(=N1)SC)C)CCC(=O)OC(C)C(=O)N(C)CC2=NC3=CC=CC=C3S2,-5.673573782925,-1.2653294048250006,4.408244378099999,-5.8879023,-5.886748,0.038597457,-1.1307554,-1.1767261,0.06651286,4.759075,4.7113166,0.06861862
55541605,467.5125832,C24H22FN3O4S,CC(C(=O)N(C)CC1=NC2=CC=CC=C2S1)OC(=O)CCC3=NC=C(O3)C4=CC=C(C=C4)F,-5.89942827884,-1.2435602967849997,4.655867982055001,-5.8213024,-5.8815904,0.08451332,-1.1196564,-1.1590595,0.049060788,4.7038245,4.7239304,0.080512255
55541374,414.90516,C21H19ClN2O3S,CNS(=O)(=O)C1=CC=C(C=C1)C(=O)NC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,-6.5470592430300005,-1.5183952857899996,5.028663957240001,-6.528368,-6.552349,0.028775569,-1.4881227,-1.557559,0.062102344,5.0375934,4.9925056,0.04916492
55541510,445.51028,C26H27N3O4,COC1=CC=C(C=C1)C(C2CC2)NC(=O)COC(=O)C3=NN(C4=C3CCC4)C5=CC=CC=C5,-5.744323384055001,-1.1864163881799996,4.557906995875001,-5.574692,-5.6811867,0.08152543,-1.0092124,-0.98475766,0.07924956,4.566035,4.6971045,0.15362859
55541851,453.57548,C20H27N3O5S2,CCS(=O)(=O)N1CCC(CC1)C(=O)OC(C)C(=O)N(C)CC2=NC3=CC=CC=C3S2,-6.370185240205,-1.0802919864850002,5.28989325372,-6.145276,-6.2514687,0.06490815,-1.0027122,-1.0097468,0.09993578,5.1457,5.2437725,0.08926499
55541664,371.4964,C20H25N3O2S,CC(C(=O)NC1=CC(=CC=C1)SC)N(C)CC2=CC=C(C=C2)C(=O)NC,-5.352479439335,-0.8190626900050004,4.53341674933,-5.504664,-5.539639,0.07212015,-0.58217615,-0.7356862,0.10444745,4.9231815,4.805628,0.12200011
55541869,437.4601632,C25H24FNO5,CC(C(=O)NC1CCOC2=CC=CC=C12)OC(=O)CCC3=CC=C(O3)C4=CC=CC=C4F,-5.624593289835,-0.982331000305,4.6422622895300005,-5.5411754,-5.5323844,0.040583402,-0.68108875,-0.71086496,0.095931366,4.8601623,4.8216166,0.08449308
58393623,357.87706,C20H24ClN3O,C1C[C@H](CN(C1)[C@H]2CCC3=CC=CC=C3[C@@H]2OC4=CN=C(C=C4)Cl)N,-5.608266458805001,-0.7891301664499997,4.819136292355001,-5.547997,-5.600994,0.060430434,-0.7966734,-0.7878855,0.11647048,4.75213,4.813405,0.14434955
58393776,455.9521832,C25H27ClFN3O2,CCC1=NC(=CN1C2=CC=C(C=C2)O[C@@H]3[C@H](CC4=C(C=C(C=C34)Cl)F)N5CC[C@H](C5)O)C,-5.488536364585,-0.9496773382450004,4.53885902634,-5.5947933,-5.590596,0.061499245,-0.89780146,-0.95825934,0.095058404,4.697741,4.6333675,0.082853146
58393664,336.42746,C21H24N2O2,CC(=O)NC1=CC(=CC=C1)OC2C(CC3=CC=CC=C23)N4CCCC4,-5.314383500265,-0.1741528643199998,5.1402306359450005,-5.5004063,-5.424945,0.078764655,-0.5106988,-0.4398858,0.07300124,4.9867043,4.982985,0.10181034
58393795,421.31698,C21H22Cl2N2O3,CC(=O)NC1=CC(=CC=C1)O[C@@H]2[C@H](CC3=C(C=C(C=C23)Cl)Cl)N4CC[C@H](C4)O,-5.292614392225,-0.7755244739250005,4.5170899183,-5.7177405,-5.6559515,0.097345114,-1.1028408,-1.0411469,0.062200002,4.6166196,4.6156263,0.090273924
58393886,495.3491864,C23H22Cl2F2N4O2,CC1=NN=C(N1C2=C(C(=C(C=C2)O[C@@H]3[C@H](CC4=C(C=C(C=C34)Cl)Cl)N5CC[C@H](C5)O)F)F)C,-6.010994957545001,-1.3905017760550002,4.6204931814900005,-5.8444257,-5.985651,0.0819958,-1.1081374,-1.2075974,0.067093834,4.736609,4.7780743,0.045984723
58393856,405.5077232,C25H28FN3O,C1C[C@H](CN(C1)[C@H]2CCC3=CC=CC=C3[C@@H]2OC4=C(C=C(C=C4)F)C5=NCC=C5)N,-5.4722095335550005,-1.205464357715,4.266745175840001,-5.255703,-5.3214397,0.099349484,-1.5942807,-1.4233613,0.18824598,3.6598108,3.8980808,0.21087658
58393968,465.3480232,C22H23Cl2FN4O2,CC1=NN=C(N1C2=CC(=C(C=C2)O[C@@H]3[C@H](CC4=C(C=C(C=C34)Cl)Cl)N(C)CCO)F)C,-6.16065757532,-1.2870985128650003,4.873559062455,-6.021894,-6.0093946,0.047686864,-1.3042297,-1.194139,0.082755595,4.716844,4.8144665,0.06637418
58393722,481.43514,C23H26Cl2N2O3S,CS(=O)(=O)C1=CC=C(C=C1)O[C@@H]2[C@H](CC3=C(C=C(C=C23)Cl)Cl)N4CCC5(C4)CCNC5,-5.997389265020001,-1.1211090640600003,4.87628020096,-5.7040634,-5.7408,0.14921644,-1.222795,-1.276163,0.106760554,4.481837,4.465405,0.19434394
58394098,391.91158,C20H22ClNO3S,CS(=O)(=O)C1=C(C=C(C=C1)O[C@@H]2[C@H](CC3=CC=CC=C23)N4CCCC4)Cl,-5.74160224555,-0.982331000305,4.759271245245,-6.051158,-5.9499817,0.08076126,-1.0128615,-0.9601758,0.055942953,5.0390477,4.991041,0.093306
58394058,309.40542,C19H23N3O,C1C[C@H](CN(C1)[C@@H]2CC3=CC=CC=C3[C@H]2OC4=CC=NC=C4)N,-5.564728242725,-0.6095350251199996,4.955193217605,-5.6213913,-5.6342907,0.058418583,-0.45924693,-0.5163056,0.08225157,5.1636357,5.1180634,0.10097783
60669668,290.37908,C12H22N2O4S,CC1(CCS(=O)(=O)C1)NC(=O)CN2CCCC(C2)O,-5.940245356415,0.2285756344200002,6.168820990835,-6.017712,-6.1273913,0.12457537,0.12885094,0.0335034,0.11128282,6.1399727,6.1609206,0.18224238
60668801,233.2846432,C13H16FN3,CC1=C(C(=NN1C2=CC=C(C=C2)F)C)CNC,-5.67629492143,-0.5006894849199997,5.175605436510001,-5.5419664,-5.500403,0.049940597,-0.4316709,-0.3887113,0.047139656,5.1097445,5.110216,0.06923721
60669075,287.2593064,C13H15F2NO4,CC(C(=O)OC)NC(=O)CC1=CC=C(C=C1)OC(F)F,-6.35657954768,-0.6911691802700002,5.66541036741,-6.359495,-6.3563204,0.054484483,-0.63748324,-0.62027276,0.030592563,5.7211976,5.734823,0.033418965
60669237,289.43892,C16H23N3S,CC1=C(C(=NN1C2=CC=CC=C2)C)CNCCCSC,-5.8477266472450005,-0.4598724073450002,5.3878542399,-5.607183,-5.5679755,0.04391513,-0.22830725,-0.26003045,0.07466519,5.3745184,5.3045297,0.08320045
